timestamp,line
2026-01-06T17:02:48.146,e
2026-01-06T17:02:48.146,M0002
2026-01-06T17:02:48.239,"Pda7F0BE7Du;ba801CB5Ff,14,280;ba804875Ef,14,280;ba802BBFFf,14,280"
2026-01-06T17:02:49.123,"Pda7F25791u;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.123,"Pda7F25F49u;baBABEFECa,14,280;ba80577FEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:49.139,"Pda7F26700u;baBABEFECa,14,280;ba80577FEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:49.139,"Pda7F26EB8u;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:49.154,"Pda7F27670u;baBABEFECa,14,280;ba80577FEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:49.208,"Pda7F27E28u;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:49.224,"Pda7F285E0u;baC0162E8a,14,280;ba80577FEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.224,"Pda7F28D98u;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.239,"Pda7F29550u;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.239,"Pda7F29D08u;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.239,"Pda7F2A4C0u;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:49.349,"Pda7F2AC78u;baC56D5C0a,14,280;ba805A3BEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:49.364,"Pda7F2B430u;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:49.364,"Pda7F2BBE7u;baC0162E8a,14,280;ba80577FEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.380,"Pda7F2C39Fu;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.380,"Pda7F2CB57u;baC0162E8a,14,280;ba80577FEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.380,"Pda7F2D30Fu;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.481,"Pda7F2DAC7u;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.489,"Pda7F2E27Fu;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.506,"Pda7F2EA37u;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.522,"Pda7F2F1EFu;baCAC48A0a,14,280;ba805B99Ef,14,280;ba804875Ef,14,280"
2026-01-06T17:02:49.522,"Pda7F2F9A7u;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.522,"Pda7F3015Fu;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.537,"Pda7F30917u;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.537,"Pda7F310CEu;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.553,"Pda7F31886u;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.553,"Pda7F3203Eu;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:49.568,"Pda7F327F6u;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.568,"Pda7F32FAEu;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.584,"Pda7F33766u;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.646,"Pda7F33F1Eu;baC56D5C0a,14,280;ba805A3BEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:49.646,"Pda7F346D6u;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.662,"Pda7F34E8Eu;baC56D5C0a,14,280;ba805A3BEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:49.662,"Pda7F35646u;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.677,"Pda7F35DFEu;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.677,"Pda7F365B6u;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.677,"Pda7F36D6Du;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.772,"Pda7F37525u;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.772,"Pda7F37CDDu;baD01BB98a,14,280;ba805A3BEf,14,280;ba8045B9Ef,14,280"
2026-01-06T17:02:49.787,"Pda7F38495u;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.787,"Pda7F38C4Du;baD01BB98a,14,280;ba805B99Ef,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.803,"Pda7F39405u;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.803,"Pda7F39BBDu;baCAC48A0a,14,280;ba8058DDEf,14,280;ba8045B9Ef,14,280"
2026-01-06T17:02:49.895,"Pda7F3A375u;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.914,"Pda7F3AB2Du;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.922,"Pda7F3B2E5u;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.928,"Pda7F3BA9Du;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.935,"Pda7F3C254u;baD01BB98a,14,280;ba805B99Ef,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.941,"Pda7F3CA0Cu;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:49.943,"Pda7F3D1C4u;baD01BB98a,14,280;ba805B99Ef,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.019,"Pda7F3D97Cu;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.026,"Pda7F3E134u;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.032,"Pda7F3E8ECu;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.039,"Pda7F3F0A4u;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.046,"Pda7F3F85Cu;baC56D5C0a,14,280;ba805A3BEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.053,"Pda7F40014u;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.053,"Pda7F407CCu;baD01BB98a,14,280;ba805B99Ef,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.131,"Pda7F40F84u;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.131,"Pda7F4173Bu;baCAC48A0a,14,280;ba805B99Ef,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.131,"Pda7F41EF3u;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.153,"Pda7F426ABu;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.159,"Pda7F42E63u;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.161,"Pda7F4361Bu;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.256,"Pda7F43DD3u;baC56D5C0a,14,280;ba805A3BEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.263,"Pda7F4458Bu;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.269,"Pda7F44D43u;baC56D5C0a,14,280;ba805A3BEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.271,"Pda7F454FBu;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.271,"Pda7F45CB3u;baD01BB98a,14,280;ba805B99Ef,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.303,"Pda7F4646Bu;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.318,"Pda7F46C23u;baCAC48A0a,14,280;ba805B99Ef,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.318,"Pda7F473DAu;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.318,"Pda7F47B92u;baC0162E8a,14,280;ba80577FEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.334,"Pda7F4834Au;baC56D5C0a,14,280;ba805A3BEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.334,"Pda7F48B02u;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.349,"Pda7F492BAu;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.349,"Pda7F49A72u;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.427,"Pda7F4A22Au;baC56D5C0a,14,280;ba805A3BEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.427,"Pda7F4A9E2u;baC56D5C0a,14,280;ba805A3BEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.443,"Pda7F4B19Au;baCAC48B8a,14,280;ba805A3BEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.443,"Pda7F4B952u;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.443,"Pda7F4C10Au;baBABEFECa,14,280;ba80577FEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.459,"Pda7F4C8C1u;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.459,"Pda7F4D079u;baC56D5C0a,14,280;ba8058DDEf,14,280;ba804717Ef,14,280"
2026-01-06T17:02:50.552,"Pda7F4D831u;baC56D5C0a,14,280;ba805A3BEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.552,"Pda7F4DFE9u;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.568,"Pda7F4E7A1u;baC56D5C0a,14,280;ba805A3BEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.568,"Pda7F4EF59u;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.568,"Pda7F4F711u;baC56D5C0a,14,280;ba805A3BEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.587,"Pda7F4FEC9u;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.662,"Pda7F50681u;baC56D5C0a,14,280;ba805A3BEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.677,"Pda7F50E39u;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.677,"Pda7F515F1u;baB567D10a,14,280;ba80577FEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:02:50.696,"Pda7F51DA8u;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.702,"Pda7F52560u;baBABEFECa,14,280;ba80577FEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.709,"Pda7F52D18u;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.709,"Pda7F534D0u;baBABEFECa,14,280;ba80577FEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.812,"Pda7F53C88u;baC0162C8a,14,280;ba8058DDEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.819,"Pda7F54440u;baBABEFECa,14,280;ba80577FEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.819,"Pda7F54BF8u;baC56D5C0a,14,280;ba805A3BEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.819,"Pda7F553B0u;baBABEFECa,14,280;ba80577FEf,14,280;ba804875Ef,14,280"
2026-01-06T17:02:50.834,"Pda7F55B68u;baB567D10a,14,280;ba80577FEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:02:50.834,"Pda7F56320u;baBABEFECa,14,280;ba8058DDEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:02:50.850,"Pda7F56AD8u;baB567D10a,14,280;ba80577FEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:02:50.922,"Pda7F5728Fu;baBABEFECa,14,280;ba8058DDEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:02:50.928,"Pda7F57A47u;baB567D10a,14,280;ba80577FEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:02:50.928,"Pda7F581FFu;baBABEFECa,14,280;ba8058DDEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:02:50.928,"Pda7F589B7u;baB567D10a,14,280;ba80577FEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:02:50.944,"Pda7F5916Fu;baC0162E8a,14,280;ba805A3BEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:02:50.944,"Pda7F59927u;baB567D10a,14,280;ba80577FEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:02:50.959,"Pda7F5A0DFu;baB567D10a,14,280;ba80577FEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:02:50.959,"Pda7F5A897u;baBABEFECa,14,280;ba8058DDEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:02:50.975,"Pda7F5B04Fu;baB010A34a,14,280;ba80577FEf,14,280;ba804B31Ef,14,280"
2026-01-06T17:02:50.975,"Pda7F5B807u;baB567D10a,14,280;ba8058DDEf,14,280;ba804B31Ef,14,280"
2026-01-06T17:02:50.975,"Pda7F5BFBFu;baB567D10a,14,280;ba80577FEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:02:50.991,"Pda7F5C777u;baBABEFECa,14,280;ba8058DDEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:02:50.991,"Pda7F5CF2Eu;baB567D10a,14,280;ba80577FEf,14,280;ba8049D3Ef,14,280"
2026-01-06T17:02:51.062,"Pda7F5D6E6u;baBABF008a,14,280;ba805A3BEf,14,280;ba804B31Ef,14,280"
2026-01-06T17:02:51.094,"Pda7F5DE9Eu;ba2A8D188a,14,280;ba803551Ff,14,280;ba804B31Ef,14,280"
2026-01-06T17:02:51.094,"Pda7F5E656u;ba8024E9Ff,14,280;ba806C01Ef,14,280;ba804717Ef,14,280"
2026-01-06T17:02:51.109,"Pda7F5EE0Eu;ba802903Ff,14,280;ba806945Ef,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.109,"Pda7F5F5C6u;ba8027A5Ff,14,280;ba8067E7Ef,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.125,"Pda7F5FD7Eu;ba802903Ff,14,280;ba8067E7Ef,14,280;ba803EE3Ef,14,280"
2026-01-06T17:02:51.187,"Pda7F60536u;ba8027A5Ff,14,280;ba806689Ef,14,280;ba803EE3Ef,14,280"
2026-01-06T17:02:51.187,"Pda7F60CEEu;ba802903Ff,14,280;ba8067E7Ef,14,280;ba803EE3Ef,14,280"
2026-01-06T17:02:51.203,"Pda7F614A6u;ba8027A5Ff,14,280;ba806689Ef,14,280;ba803EE3Ef,14,280"
2026-01-06T17:02:51.203,"Pda7F61C5Eu;ba802903Ff,14,280;ba8067E7Ef,14,280;ba803EE3Ef,14,280"
2026-01-06T17:02:51.219,"Pda7F62415u;ba8027A5Ff,14,280;ba806689Ef,14,280;ba803EE3Ef,14,280"
2026-01-06T17:02:51.219,"Pda7F62BCDu;ba8027A5Ff,14,280;ba8067E7Ef,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.234,"Pda7F63385u;ba802647Ff,14,280;ba806689Ef,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.302,"Pda7F63B3Du;ba802647Ff,14,280;ba806689Ef,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.302,"Pda7F642F5u;ba8027A5Ff,14,280;ba8067E7Ef,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.302,"Pda7F64AADu;ba8024E9Ff,14,280;ba80652BEf,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.318,"Pda7F65265u;ba802647Ff,14,280;ba806689Ef,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.318,"Pda7F65A1Du;ba80238BFf,14,280;ba80652BEf,14,280;ba80419FEf,14,280"
2026-01-06T17:02:51.340,"Pda7F661D5u;ba8027A5Ff,14,280;ba8067E7Ef,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.346,"Pda7F6698Du;ba8024E9Ff,14,280;ba80652BEf,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.412,"Pda7F67145u;ba802647Ff,14,280;ba806689Ef,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.412,"Pda7F678FCu;ba802647Ff,14,280;ba806689Ef,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.428,"Pda7F680B4u;ba8024E9Ff,14,280;ba80652BEf,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.434,"Pda7F6886Cu;ba802647Ff,14,280;ba806689Ef,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.441,"Pda7F69024u;ba80238BFf,14,280;ba80652BEf,14,280;ba80419FEf,14,280"
2026-01-06T17:02:51.447,"Pda7F697DCu;ba8024E9Ff,14,280;ba80652BEf,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.536,"Pda7F69F94u;ba80238BFf,14,280;ba80652BEf,14,280;ba80419FEf,14,280"
2026-01-06T17:02:51.552,"Pda7F6A74Cu;ba8024E9Ff,14,280;ba806689Ef,14,280;ba80419FEf,14,280"
2026-01-06T17:02:51.552,"Pda7F6AF04u;ba80238BFf,14,280;ba80652BEf,14,280;ba80419FEf,14,280"
2026-01-06T17:02:51.552,"Pda7F6B6BCu;ba802647Ff,14,280;ba806689Ef,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.572,"Pda7F6BE74u;ba8024E9Ff,14,280;ba80652BEf,14,280;ba804041Ef,14,280"
2026-01-06T17:02:51.580,"Pda7F6C62Cu;ba8024E9Ff,14,280;ba806689Ef,14,280;ba80419FEf,14,280"
2026-01-06T17:02:51.584,"Pda7F6CDE4u;ba80238BFf,14,280;ba80652BEf,14,280;ba80419FEf,14,280"
2026-01-06T17:02:51.662,"Pda7F6D59Bu;ba80222DFf,14,280;ba8063CDEf,14,280;ba80419FEf,14,280"
2026-01-06T17:02:51.662,"Pda7F6DD53u;ba80238BFf,14,280;ba80652BEf,14,280;ba80419FEf,14,280"
2026-01-06T17:02:51.662,"Pda7F6E50Bu;ba80222DFf,14,280;ba8063CDEf,14,280;ba80419FEf,14,280"
2026-01-06T17:02:51.683,"Pda7F6ECC3u;ba80222DFf,14,280;ba8063CDEf,14,280;ba80419FEf,14,280"
2026-01-06T17:02:51.690,"Pda7F6F47Bu;baD572E90a,14,280;ba806111Ef,14,280;ba804B31Ef,14,280"
2026-01-06T17:02:51.694,"Pda7F6FC33u;baC0162E8a,14,280;ba805CF7Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:02:51.801,"Pda7F703EBu;ba955CB90a,14,280;ba8058DDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:51.801,"Pda7F70BA3u;ba9AB3E88a,14,280;ba805A3BEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:51.817,"Pda7F7135Bu;ba90058B2a,14,280;ba80577FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:51.817,"Pda7F71B13u;ba90058B2a,14,280;ba80577FEf,14,280;ba805365Ef,14,280"
