timestamp,line
2026-01-06T17:02:32.740,e
2026-01-06T17:02:32.740,M0002
2026-01-06T17:02:32.740,"Pda7F0BE7Du;baD01BBA8a,14,280;ba80445BEf,14,280;ba802FD9Ff,14,280"
2026-01-06T17:02:34.077,"Pda7F30917u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.083,"Pda7F310CEu;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.084,"Pda7F31886u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.099,"Pda7F3203Eu;ba5A9DBA4a,14,280;ba804C8FEf,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.099,"Pda7F327F6u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.099,"Pda7F32FAEu;ba5A9DBA4a,14,280;ba804C8FEf,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.179,"Pda7F33766u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.186,"Pda7F33F1Eu;ba4FEF5CCa,14,280;ba8049D3Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.193,"Pda7F346D6u;ba5A9DBA4a,14,280;ba804C8FEf,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.193,"Pda7F34E8Eu;ba55468C4a,14,280;ba8049D3Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.193,"Pda7F35646u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.208,"Pda7F35DFEu;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.208,"Pda7F365B6u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.290,"Pda7F36D6Du;ba4FEF5CCa,14,280;ba8049D3Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.302,"Pda7F37525u;ba5A9DBA4a,14,280;ba804C8FEf,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.318,"Pda7F37CDDu;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.318,"Pda7F38495u;ba5A9DBA4a,14,280;ba804C8FEf,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.333,"Pda7F38C4Du;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.333,"Pda7F39405u;ba4FEF5CCa,14,280;ba8049D3Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.349,"Pda7F39BBDu;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.349,"Pda7F3A375u;ba4FEF5CCa,14,280;ba8049D3Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.365,"Pda7F3AB2Du;ba5A9DBA4a,14,280;ba804C8FEf,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.365,"Pda7F3B2E5u;ba4FEF5CCa,14,280;ba8049D3Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.365,"Pda7F3BA9Du;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.380,"Pda7F3C254u;ba4FEF5CCa,14,280;ba8049D3Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.380,"Pda7F3CA0Cu;ba5FF4E80a,14,280;ba804DEDEf,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.459,"Pda7F3D1C4u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.459,"Pda7F3D97Cu;ba4FEF5CCa,14,280;ba8049D3Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.459,"Pda7F3E134u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.475,"Pda7F3E8ECu;ba55468C4a,14,280;ba8049D3Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.475,"Pda7F3F0A4u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.490,"Pda7F3F85Cu;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.583,"Pda7F40014u;ba5A9DBA4a,14,280;ba804C8FEf,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.598,"Pda7F407CCu;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.598,"Pda7F40F84u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.598,"Pda7F4173Bu;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.614,"Pda7F41EF3u;ba5FF4E80a,14,280;ba804DEDEf,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.614,"Pda7F426ABu;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.630,"Pda7F42E63u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.692,"Pda7F4361Bu;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.713,"Pda7F43DD3u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.720,"Pda7F4458Bu;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.726,"Pda7F44D43u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.733,"Pda7F454FBu;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.740,"Pda7F45CB3u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.818,"Pda7F4646Bu;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.818,"Pda7F46C23u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.839,"Pda7F473DAu;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.846,"Pda7F47B92u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.850,"Pda7F4834Au;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.850,"Pda7F48B02u;ba5A9DBA4a,14,280;ba804C8FEf,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.865,"Pda7F492BAu;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:02:34.944,"Pda7F49A72u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.952,"Pda7F4A22Au;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.958,"Pda7F4A9E2u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.959,"Pda7F4B19Au;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.959,"Pda7F4B952u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.974,"Pda7F4C10Au;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:34.974,"Pda7F4C8C1u;ba55468C4a,14,280;ba8049D3Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.063,"Pda7F4D079u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.079,"Pda7F4D831u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.079,"Pda7F4DFE9u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.079,"Pda7F4E7A1u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.110,"Pda7F4EF59u;ba654C178a,14,280;ba804DEDEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.125,"Pda7F4F711u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.125,"Pda7F4FEC9u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.125,"Pda7F50681u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.141,"Pda7F50E39u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.141,"Pda7F515F1u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.161,"Pda7F51DA8u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.167,"Pda7F52560u;ba654C178a,14,280;ba804DEDEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.225,"Pda7F52D18u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.225,"Pda7F534D0u;ba654C178a,14,280;ba804DEDEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.240,"Pda7F53C88u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.240,"Pda7F54440u;ba6AA3470a,14,280;ba804F4BEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.258,"Pda7F54BF8u;ba654C178a,14,280;ba804C8FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.266,"Pda7F553B0u;ba5FF4E80a,14,280;ba804B31Ef,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.273,"Pda7F55B68u;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.349,"Pda7F56320u;ba654C178a,14,280;ba804C8FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.349,"Pda7F56AD8u;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.365,"Pda7F5728Fu;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:02:35.365,"Pda7F57A47u;ba6FFA74Ea,14,280;ba804DEDEf,14,280;ba805207Ef,14,280"
2026-01-06T17:02:35.383,"Pda7F581FFu;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.389,"Pda7F589B7u;ba6FFA74Ea,14,280;ba804F4BEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.396,"Pda7F5916Fu;ba654C178a,14,280;ba804C8FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.459,"Pda7F59927u;ba654C178a,14,280;ba804C8FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.475,"Pda7F5A0DFu;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.475,"Pda7F5A897u;ba654C178a,14,280;ba804C8FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.491,"Pda7F5B04Fu;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.498,"Pda7F5B807u;ba6AA3470a,14,280;ba804C8FEf,14,280;ba805207Ef,14,280"
2026-01-06T17:02:35.505,"Pda7F5BFBFu;ba7551A46a,14,280;ba804F4BEf,14,280;ba805207Ef,14,280"
2026-01-06T17:02:35.505,"Pda7F5C777u;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.568,"Pda7F5CF2Eu;ba6FFA74Ea,14,280;ba804F4BEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.583,"Pda7F5D6E6u;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.583,"Pda7F5DE9Eu;ba7551A2Ba,14,280;ba8050A9Ef,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.603,"Pda7F5E656u;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.609,"Pda7F5EE0Eu;ba654C178a,14,280;ba804C8FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.615,"Pda7F5F5C6u;ba6FFA74Ea,14,280;ba804F4BEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.721,"Pda7F5FD7Eu;ba6FFA74Ea,14,280;ba804DEDEf,14,280;ba805207Ef,14,280"
2026-01-06T17:02:35.724,"Pda7F60536u;ba7551A46a,14,280;ba804F4BEf,14,280;ba805207Ef,14,280"
2026-01-06T17:02:35.724,"Pda7F60CEEu;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.740,"Pda7F614A6u;ba7551A2Ba,14,280;ba8050A9Ef,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.740,"Pda7F61C5Eu;ba8020CFFf,14,280;ba807435Df,14,280;ba805365Ef,14,280"
2026-01-06T17:02:35.740,"Pda7F62415u;baD01BB98a,14,280;ba80626FEf,14,280;ba804DEDEf,14,280"
2026-01-06T17:02:35.755,"Pda7F62BCDu;ba80189BFf,14,280;ba805FB3Ef,14,280;ba804717Ef,14,280"
2026-01-06T17:02:35.833,"Pda7F63385u;baDACA170a,14,280;ba805E55Ef,14,280;ba804717Ef,14,280"
2026-01-06T17:02:35.833,"Pda7F63B3Du;ba80189BFf,14,280;ba805FB3Ef,14,280;ba804717Ef,14,280"
2026-01-06T17:02:35.833,"Pda7F642F5u;baDACA170a,14,280;ba805E55Ef,14,280;ba804717Ef,14,280"
2026-01-06T17:02:35.849,"Pda7F64AADu;ba8019F9Ff,14,280;ba805FB3Ef,14,280;ba8045B9Ef,14,280"
2026-01-06T17:02:35.849,"Pda7F65265u;ba80189BFf,14,280;ba805FB3Ef,14,280;ba804717Ef,14,280"
2026-01-06T17:02:35.865,"Pda7F65A1Du;ba801B57Ff,14,280;ba806111Ef,14,280;ba8045B9Ef,14,280"
2026-01-06T17:02:35.975,"Pda7F661D5u;ba80189BFf,14,280;ba805E55Ef,14,280;ba8045B9Ef,14,280"
2026-01-06T17:02:35.975,"Pda7F6698Du;ba801B57Ff,14,280;ba806111Ef,14,280;ba8045B9Ef,14,280"
2026-01-06T17:02:35.990,"Pda7F67145u;ba8019F9Ff,14,280;ba805FB3Ef,14,280;ba8045B9Ef,14,280"
2026-01-06T17:02:35.990,"Pda7F678FCu;ba80189BFf,14,280;ba805E55Ef,14,280;ba8045B9Ef,14,280"
2026-01-06T17:02:35.990,"Pda7F680B4u;ba8019F9Ff,14,280;ba805FB3Ef,14,280;ba8045B9Ef,14,280"
2026-01-06T17:02:36.006,"Pda7F6886Cu;baDACA170a,14,280;ba805E55Ef,14,280;ba804717Ef,14,280"
2026-01-06T17:02:36.006,"Pda7F69024u;ba801B57Ff,14,280;ba805FB3Ef,14,280;ba80445BEf,14,280"
2026-01-06T17:02:36.021,"Pda7F697DCu;ba8019F9Ff,14,280;ba805FB3Ef,14,280;ba8045B9Ef,14,280"
2026-01-06T17:02:36.021,"Pda7F69F94u;ba8019F9Ff,14,280;ba806111Ef,14,280;ba804717Ef,14,280"
2026-01-06T17:02:36.038,"Pda7F6A74Cu;ba8019F9Ff,14,280;ba805FB3Ef,14,280;ba8045B9Ef,14,280"
2026-01-06T17:02:36.044,"Pda7F6AF04u;ba801E13Ff,14,280;ba80626FEf,14,280;ba80445BEf,14,280"
2026-01-06T17:02:36.050,"Pda7F6B6BCu;ba801B57Ff,14,280;ba806111Ef,14,280;ba8045B9Ef,14,280"
2026-01-06T17:02:36.052,"Pda7F6BE74u;ba801B57Ff,14,280;ba806111Ef,14,280;ba8045B9Ef,14,280"
2026-01-06T17:02:36.115,"Pda7F6C62Cu;ba801B57Ff,14,280;ba806111Ef,14,280;ba8045B9Ef,14,280"
2026-01-06T17:02:36.130,"Pda7F6CDE4u;ba8019F9Ff,14,280;ba805FB3Ef,14,280;ba8045B9Ef,14,280"
2026-01-06T17:02:36.130,"Pda7F6D59Bu;ba801CB5Ff,14,280;ba806111Ef,14,280;ba80445BEf,14,280"
2026-01-06T17:02:36.130,"Pda7F6DD53u;ba801B57Ff,14,280;ba805FB3Ef,14,280;ba80445BEf,14,280"
2026-01-06T17:02:36.152,"Pda7F6E50Bu;ba801CB5Ff,14,280;ba806111Ef,14,280;ba80445BEf,14,280"
2026-01-06T17:02:36.159,"Pda7F6ECC3u;ba8019F9Ff,14,280;ba805FB3Ef,14,280;ba8045B9Ef,14,280"
