timestamp,line
2026-01-06T17:00:25.442,e
2026-01-06T17:00:25.442,M0002
2026-01-06T17:00:25.442,"Pda7F0BE7Du;baB010A18a,14,280;ba804041Ef,14,280;ba8033F3Ff,14,280"
2026-01-06T17:00:26.031,"Pda7F1B57Au;ba4FEF5CCa,14,280;ba8049D3Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:00:26.037,"Pda7F1BD32u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:00:26.044,"Pda7F1C4EAu;ba55468C4a,14,280;ba8049D3Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.050,"Pda7F1CCA2u;ba5A9DBA4a,14,280;ba804C8FEf,14,280;ba805621Ef,14,280"
2026-01-06T17:00:26.114,"Pda7F1D45Au;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:00:26.130,"Pda7F1DC12u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.130,"Pda7F1E3CAu;ba55468C4a,14,280;ba8049D3Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.145,"Pda7F1EB82u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.152,"Pda7F1F33Au;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.158,"Pda7F1FAF2u;ba55468C4a,14,280;ba8049D3Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.161,"Pda7F202AAu;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.239,"Pda7F20A62u;ba4FEF5CCa,14,280;ba8049D3Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:00:26.239,"Pda7F21219u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.256,"Pda7F219D1u;ba55468C4a,14,280;ba8049D3Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.262,"Pda7F22189u;ba5A9DBA4a,14,280;ba804C8FEf,14,280;ba805621Ef,14,280"
2026-01-06T17:00:26.269,"Pda7F22941u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.270,"Pda7F230F9u;ba5A9DBA4a,14,280;ba804C8FEf,14,280;ba805621Ef,14,280"
2026-01-06T17:00:26.348,"Pda7F238B1u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.366,"Pda7F24069u;ba55468C4a,14,280;ba8049D3Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.373,"Pda7F24821u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.379,"Pda7F24FD9u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.380,"Pda7F25791u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:00:26.380,"Pda7F25F49u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.396,"Pda7F26700u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.475,"Pda7F26EB8u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:00:26.482,"Pda7F27670u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.489,"Pda7F27E28u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.489,"Pda7F285E0u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.489,"Pda7F28D98u;ba55468ACa,14,280;ba804B31Ef,14,280;ba805621Ef,14,280"
2026-01-06T17:00:26.505,"Pda7F29550u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.505,"Pda7F29D08u;ba5A9DBA4a,14,280;ba804C8FEf,14,280;ba805621Ef,14,280"
2026-01-06T17:00:26.588,"Pda7F2A4C0u;ba55468C4a,14,280;ba8049D3Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.595,"Pda7F2AC78u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.598,"Pda7F2B430u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.598,"Pda7F2BBE7u;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:26.614,"Pda7F2C39Fu;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.614,"Pda7F2CB57u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.708,"Pda7F2D30Fu;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.708,"Pda7F2DAC7u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.708,"Pda7F2E27Fu;ba5FF4E80a,14,280;ba804B31Ef,14,280;ba805365Ef,14,280"
2026-01-06T17:00:26.724,"Pda7F2EA37u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.724,"Pda7F2F1EFu;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.739,"Pda7F2F9A7u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.739,"Pda7F3015Fu;ba5A9DBA4a,14,280;ba804C8FEf,14,280;ba805621Ef,14,280"
2026-01-06T17:00:26.833,"Pda7F30917u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.848,"Pda7F310CEu;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.848,"Pda7F31886u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.848,"Pda7F3203Eu;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.864,"Pda7F327F6u;ba654C178a,14,280;ba804C8FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:26.864,"Pda7F32FAEu;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.880,"Pda7F33766u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.880,"Pda7F33F1Eu;ba55468C4a,14,280;ba8049D3Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.895,"Pda7F346D6u;ba5FF4E9Ca,14,280;ba804C8FEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.895,"Pda7F34E8Eu;ba5FF4E80a,14,280;ba804B31Ef,14,280;ba805365Ef,14,280"
2026-01-06T17:00:26.895,"Pda7F35646u;ba654C178a,14,280;ba804DEDEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.916,"Pda7F35DFEu;ba5FF4E80a,14,280;ba804B31Ef,14,280;ba805365Ef,14,280"
2026-01-06T17:00:26.923,"Pda7F365B6u;ba654C178a,14,280;ba804DEDEf,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:26.994,"Pda7F36D6Du;ba654C178a,14,280;ba804C8FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.000,"Pda7F37525u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:27.007,"Pda7F37CDDu;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.014,"Pda7F38495u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:27.020,"Pda7F38C4Du;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.027,"Pda7F39405u;ba5A9DBA4a,14,280;ba804B31Ef,14,280;ba8054C3Ef,14,280"
2026-01-06T17:00:27.034,"Pda7F39BBDu;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.099,"Pda7F3A375u;ba654C178a,14,280;ba804C8FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.099,"Pda7F3AB2Du;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.115,"Pda7F3B2E5u;ba6AA3470a,14,280;ba804C8FEf,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.115,"Pda7F3BA9Du;ba5FF4E80a,14,280;ba804B31Ef,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.133,"Pda7F3C254u;ba654C178a,14,280;ba804C8FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.140,"Pda7F3CA0Cu;ba654C178a,14,280;ba804B31Ef,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.224,"Pda7F3D1C4u;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.242,"Pda7F3D97Cu;ba654C178a,14,280;ba804C8FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.250,"Pda7F3E134u;ba6FFA74Ea,14,280;ba804DEDEf,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.254,"Pda7F3E8ECu;ba654C178a,14,280;ba804C8FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.254,"Pda7F3F0A4u;ba6FFA74Ea,14,280;ba804DEDEf,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.270,"Pda7F3F85Cu;ba654C178a,14,280;ba804C8FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.270,"Pda7F40014u;ba654C178a,14,280;ba804C8FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.351,"Pda7F407CCu;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.357,"Pda7F40F84u;ba654C178a,14,280;ba804B31Ef,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.364,"Pda7F4173Bu;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.364,"Pda7F41EF3u;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.364,"Pda7F426ABu;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.380,"Pda7F42E63u;ba654C178a,14,280;ba804C8FEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.479,"Pda7F4361Bu;ba7551A46a,14,280;ba804F4BEf,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.486,"Pda7F43DD3u;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.489,"Pda7F4458Bu;ba6FFA74Ea,14,280;ba804F4BEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.489,"Pda7F44D43u;ba6FFA74Ea,14,280;ba804DEDEf,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.505,"Pda7F454FBu;ba6FFA74Ea,14,280;ba804DEDEf,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.505,"Pda7F45CB3u;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.505,"Pda7F4646Bu;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.520,"Pda7F46C23u;ba7551A46a,14,280;ba804F4BEf,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.520,"Pda7F473DAu;ba6AA3456a,14,280;ba804DEDEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.536,"Pda7F47B92u;ba6FFA74Ea,14,280;ba804F4BEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.536,"Pda7F4834Au;ba7551A46a,14,280;ba804F4BEf,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.576,"Pda7F48B02u;ba7AA8D23a,14,280;ba8050A9Ef,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.583,"Pda7F492BAu;ba6FFA74Ea,14,280;ba804DEDEf,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.645,"Pda7F49A72u;ba6FFA74Ea,14,280;ba804DEDEf,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.645,"Pda7F4A22Au;ba6FFA74Ea,14,280;ba804F4BEf,14,280;ba805365Ef,14,280"
2026-01-06T17:00:27.661,"Pda7F4A9E2u;ba6FFA74Ea,14,280;ba804DEDEf,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.661,"Pda7F4B19Au;ba7551A46a,14,280;ba804F4BEf,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.679,"Pda7F4B952u;ba7551A46a,14,280;ba804F4BEf,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.686,"Pda7F4C10Au;ba7AA8D23a,14,280;ba8050A9Ef,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.693,"Pda7F4C8C1u;ba7551A2Ba,14,280;ba804DEDEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:27.755,"Pda7F4D079u;ba7AA8D23a,14,280;ba8050A9Ef,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.771,"Pda7F4D831u;ba7AA8D23a,14,280;ba804F4BEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:27.771,"Pda7F4DFE9u;ba7551A2Ba,14,280;ba804DEDEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:27.771,"Pda7F4E7A1u;ba7AA8D23a,14,280;ba804F4BEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:27.791,"Pda7F4EF59u;ba6FFA74Ea,14,280;ba804DEDEf,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.798,"Pda7F4F711u;ba7551A46a,14,280;ba804F4BEf,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.801,"Pda7F4FEC9u;ba7AA8D23a,14,280;ba804F4BEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:27.880,"Pda7F50681u;ba7AA8D23a,14,280;ba8050A9Ef,14,280;ba805207Ef,14,280"
2026-01-06T17:00:27.880,"Pda7F50E39u;ba7AA8D23a,14,280;ba804F4BEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:27.880,"Pda7F515F1u;ba8000000 ,14,280;ba8050A9Ef,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:27.900,"Pda7F51DA8u;ba7AA8D23a,14,280;ba804F4BEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:27.907,"Pda7F52560u;ba85572DDa,14,280;ba805207Ef,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:27.911,"Pda7F52D18u;ba8000000 ,14,280;ba8050A9Ef,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:28.012,"Pda7F534D0u;ba7AA8D23a,14,280;ba804F4BEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:28.019,"Pda7F53C88u;ba8000000 ,14,280;ba8050A9Ef,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:28.020,"Pda7F54440u;ba7AA8D23a,14,280;ba804F4BEf,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:28.020,"Pda7F54BF8u;ba8000000 ,14,280;ba8050A9Ef,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:28.036,"Pda7F553B0u;ba8000000 ,14,280;ba804F4BEf,14,280;ba804F4BEf,14,280"
2026-01-06T17:00:28.036,"Pda7F55B68u;ba85572DDa,14,280;ba8050A9Ef,14,280;ba804F4BEf,14,280"
2026-01-06T17:00:28.051,"Pda7F56320u;ba8000000 ,14,280;ba8050A9Ef,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:28.126,"Pda7F56AD8u;ba90058B2a,14,280;ba805365Ef,14,280;ba804F4BEf,14,280"
2026-01-06T17:00:28.130,"Pda7F5728Fu;ba8000000 ,14,280;ba8050A9Ef,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:28.130,"Pda7F57A47u;ba8000000 ,14,280;ba804F4BEf,14,280;ba804F4BEf,14,280"
2026-01-06T17:00:28.146,"Pda7F581FFu;ba8000000 ,14,280;ba8050A9Ef,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:28.146,"Pda7F589B7u;ba8000000 ,14,280;ba8050A9Ef,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:28.146,"Pda7F5916Fu;ba85572DDa,14,280;ba805207Ef,14,280;ba8050A9Ef,14,280"
2026-01-06T17:00:28.239,"Pda7F59927u;ba85572DDa,14,280;ba8050A9Ef,14,280;ba804F4BEf,14,280"
2026-01-06T17:00:28.239,"Pda7F5A0DFu;ba8AAE5BAa,14,280;ba805207Ef,14,280;ba804F4BEf,14,280"
2026-01-06T17:00:28.255,"Pda7F5A897u;ba85572DDa,14,280;ba8050A9Ef,14,280;ba804F4BEf,14,280"
2026-01-06T17:00:28.255,"Pda7F5B04Fu;ba90058B2a,14,280;ba805207Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.270,"Pda7F5B807u;ba85572DDa,14,280;ba8050A9Ef,14,280;ba804F4BEf,14,280"
2026-01-06T17:00:28.270,"Pda7F5BFBFu;ba955CBAAa,14,280;ba805365Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.286,"Pda7F5C777u;ba8AAE5BAa,14,280;ba805207Ef,14,280;ba804F4BEf,14,280"
2026-01-06T17:00:28.286,"Pda7F5CF2Eu;ba8AAE5D5a,14,280;ba8050A9Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.301,"Pda7F5D6E6u;ba955CBAAa,14,280;ba805365Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.301,"Pda7F5DE9Eu;ba90058B2a,14,280;ba805207Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.317,"Pda7F5E656u;ba90058B2a,14,280;ba805207Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.317,"Pda7F5EE0Eu;ba90058B2a,14,280;ba805207Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.334,"Pda7F5F5C6u;ba90058B2a,14,280;ba805365Ef,14,280;ba804F4BEf,14,280"
2026-01-06T17:00:28.396,"Pda7F5FD7Eu;ba90058B2a,14,280;ba805207Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.434,"Pda7F60536u;ba955CBAAa,14,280;ba805365Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.441,"Pda7F60CEEu;ba90058B2a,14,280;ba805207Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.447,"Pda7F614A6u;ba90058B2a,14,280;ba805207Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.454,"Pda7F61C5Eu;ba955CBAAa,14,280;ba805365Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.461,"Pda7F62415u;ba90058B2a,14,280;ba805207Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.467,"Pda7F62BCDu;ba955CBAAa,14,280;ba805365Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.536,"Pda7F63385u;ba90058B2a,14,280;ba805207Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.536,"Pda7F63B3Du;ba9AB3E88a,14,280;ba8054C3Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.552,"Pda7F642F5u;ba90058B2a,14,280;ba805207Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.558,"Pda7F64AADu;ba9AB3E88a,14,280;ba805365Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.565,"Pda7F65265u;ba9AB3E88a,14,280;ba805365Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.568,"Pda7F65A1Du;ba955CB90a,14,280;ba805207Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.568,"Pda7F661D5u;ba9AB3E88a,14,280;ba8054C3Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.646,"Pda7F6698Du;ba9AB3E88a,14,280;ba805365Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.646,"Pda7F67145u;ba955CBAAa,14,280;ba805365Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.665,"Pda7F678FCu;ba9AB3E88a,14,280;ba805365Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.672,"Pda7F680B4u;baA00B164a,14,280;ba8054C3Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.677,"Pda7F6886Cu;ba9AB3E88a,14,280;ba805365Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.677,"Pda7F69024u;baA56245Ca,14,280;ba805621Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.784,"Pda7F697DCu;baA00B164a,14,280;ba8054C3Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.787,"Pda7F69F94u;baA56245Ca,14,280;ba805621Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.787,"Pda7F6A74Cu;ba9AB3E88a,14,280;ba8054C3Ef,14,280;ba804DEDEf,14,280"
2026-01-06T17:00:28.802,"Pda7F6AF04u;ba9AB3E88a,14,280;ba805365Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.802,"Pda7F6B6BCu;baA00B164a,14,280;ba8054C3Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.818,"Pda7F6BE74u;ba9AB3E88a,14,280;ba805365Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.818,"Pda7F6C62Cu;baA00B164a,14,280;ba8054C3Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.895,"Pda7F6CDE4u;baA00B164a,14,280;ba8054C3Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.895,"Pda7F6D59Bu;baA00B164a,14,280;ba8054C3Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.911,"Pda7F6DD53u;baA00B164a,14,280;ba8054C3Ef,14,280;ba804C8FEf,14,280"
2026-01-06T17:00:28.911,"Pda7F6E50Bu;baAAB9754a,14,280;ba805621Ef,14,280;ba804B31Ef,14,280"
2026-01-06T17:00:28.911,"Pda7F6ECC3u;baA00B164a,14,280;ba8054C3Ef,14,280;ba804C8FEf,14,280"
