Potential (V),Current (µA),Channel
-0.36908399999999997,-225.06300000000002,0
-0.36693499999999996,-225.06300000000002,0
-0.364786,-225.035,0
-0.362637,-225.06300000000002,0
-0.360488,-225.07700000000003,0
-0.35833899999999996,-225.049,0
-0.35619,-225.06300000000002,0
-0.354041,-225.049,0
-0.351892,-225.06300000000002,0
-0.34974299999999997,-225.07700000000003,0
-0.34759399999999996,-225.049,0
-0.345445,-225.02100000000002,0
-0.343296,-225.07700000000003,0
-0.341147,-225.07700000000003,0
-0.33899799999999997,-225.06300000000002,0
-0.336849,-225.049,0
-0.3347,-225.06300000000002,0
-0.332551,-225.049,0
-0.330402,-225.06300000000002,0
-0.32825299999999996,-225.07700000000003,0
-0.326104,-225.06300000000002,0
-0.32395599999999997,-225.035,0
-0.321807,-225.049,0
-0.319658,-225.049,0
-0.317509,-225.049,0
-0.31536,-225.06300000000002,0
-0.31321099999999996,-225.06300000000002,0
-0.311062,-225.091,0
-0.308913,-225.07700000000003,0
-0.306764,-225.06300000000002,0
-0.30461499999999997,-225.06300000000002,0
-0.302466,-225.049,0
-0.300317,-225.07700000000003,0
-0.298168,-225.07700000000003,0
-0.296019,-225.07700000000003,0
-0.29386999999999996,-225.07700000000003,0
-0.291721,-225.07700000000003,0
-0.289572,-225.091,0
-0.287423,-225.091,0
-0.28527399999999997,-225.06300000000002,0
-0.28312499999999996,-225.06300000000002,0
-0.280976,-225.06300000000002,0
-0.278827,-225.035,0
-0.276678,-225.07700000000003,0
-0.27452899999999997,-225.06300000000002,0
-0.27238,-225.07700000000003,0
-0.270231,-225.10500000000002,0
-0.26808299999999996,-225.07700000000003,0
-0.265934,-225.06300000000002,0
-0.263785,-225.06300000000002,0
-0.261636,-225.091,0
-0.25948699999999997,-225.07700000000003,0
-0.257338,-225.07700000000003,0
-0.255189,-225.091,0
-0.25304,-225.06300000000002,0
-0.250891,-225.07700000000003,0
-0.248742,-225.091,0
-0.24659299999999998,-225.10500000000002,0
-0.244444,-225.07700000000003,0
-0.24229499999999998,-225.07700000000003,0
-0.240146,-225.049,0
-0.237997,-225.06300000000002,0
-0.235848,-225.091,0
-0.233699,-225.07700000000003,0
-0.23154999999999998,-225.049,0
-0.229401,-225.049,0
-0.22725199999999998,-225.07700000000003,0
-0.225103,-225.049,0
-0.22295399999999999,-225.049,0
-0.220805,-225.06300000000002,0
-0.218656,-225.06300000000002,0
-0.21650699999999998,-225.06300000000002,0
-0.214358,-225.07700000000003,0
-0.21220999999999998,-225.049,0
-0.210061,-225.07700000000003,0
-0.20791199999999999,-225.049,0
-0.205763,-225.07700000000003,0
-0.203614,-225.10500000000002,0
-0.20146499999999998,-225.091,0
-0.199316,-225.06300000000002,0
-0.19716699999999998,-225.07700000000003,0
-0.195018,-225.06300000000002,0
-0.19286899999999998,-225.091,0
-0.19072,-225.091,0
-0.188571,-225.091,0
-0.186422,-225.07700000000003,0
-0.184273,-225.091,0
-0.18212399999999998,-225.091,0
-0.179975,-225.06300000000002,0
-0.17782599999999998,-225.06300000000002,0
-0.175677,-225.091,0
-0.173528,-225.10500000000002,0
-0.171379,-225.11900000000003,0
-0.16923,-225.11900000000003,0
-0.16708099999999998,-225.10500000000002,0
-0.164932,-225.091,0
-0.16278299999999998,-225.091,0
-0.160634,-225.049,0
-0.158485,-225.06300000000002,0
-0.156336,-225.06300000000002,0
-0.154188,-225.035,0
-0.15203899999999998,-225.07700000000003,0
-0.14989,-225.10500000000002,0
-0.14774099999999998,-225.091,0
-0.145592,-225.091,0
-0.143443,-225.091,0
-0.141294,-225.07700000000003,0
-0.139145,-225.11900000000003,0
-0.136996,-225.10500000000002,0
-0.134847,-225.10500000000002,0
-0.13269799999999998,-225.07700000000003,0
-0.130549,-225.091,0
-0.1284,-225.07700000000003,0
-0.126251,-225.091,0
-0.12410199999999999,-225.091,0
-0.12195299999999999,-225.07700000000003,0
-0.119804,-225.07700000000003,0
-0.117655,-225.07700000000003,0
-0.115506,-225.091,0
-0.113357,-225.07700000000003,0
-0.111208,-225.10500000000002,0
-0.10905899999999999,-225.10500000000002,0
-0.10690999999999999,-225.07700000000003,0
-0.10476099999999999,-225.10500000000002,0
-0.102612,-225.091,0
-0.100463,-225.091,0
-0.098315016,-225.10500000000002,0
-0.096166048,-225.06300000000002,0
-0.09401709600000001,-225.091,0
-0.091868136,-225.10500000000002,0
-0.089719168,-225.091,0
-0.08757020800000001,-225.10500000000002,0
-0.08542124000000001,-225.049,0
-0.08327228,-225.07700000000003,0
-0.08112332,-225.07700000000003,0
-0.07897436000000001,-225.06300000000002,0
-0.076825392,-225.10500000000002,0
-0.074676432,-225.10500000000002,0
-0.07252747200000001,-225.10500000000002,0
-0.070378512,-225.10500000000002,0
-0.068229552,-225.07700000000003,0
-0.066080584,-225.07700000000003,0
-0.06393162000000001,-225.10500000000002,0
-0.06178266,-225.10500000000002,0
-0.059633700000000005,-225.091,0
-0.057484736,-225.091,0
-0.055335776,-225.091,0
-0.053186812,-225.07700000000003,0
-0.051037852,-225.091,0
-0.048888888000000005,-225.06300000000002,0
-0.046739924,-225.07700000000003,0
-0.044590964000000004,-225.07700000000003,0
-0.042442,-225.049,0
-0.040293036000000004,-225.10500000000002,0
-0.038144080000000004,-225.06300000000002,0
-0.035995116,-225.049,0
-0.033846156,-225.07700000000003,0
-0.031697192,-225.06300000000002,0
-0.02954823,-225.10500000000002,0
-0.027399266000000002,-224.923,0
-0.025250304,-221.465,0
-0.023101342,-214.941,0
-0.020952382000000002,-202.019,0
-0.018803418000000002,-185.975,0
-0.016654456,-173.12300000000002,0
-0.014505494,-160.13100000000003,0
-0.012356532,-143.695,0
-0.010207570000000001,-129.429,0
-0.008058607,-118.621,0
-0.005909646,-105.04100000000001,0
-0.0037606830000000003,-91.363592,0
-0.0016117210000000002,-81.409632,0
0.00053724,-69.145688,0
0.0026862020000000004,-52.401764,0
0.004835164,-37.883828,0
0.0069841270000000006,-26.305882,0
0.009133089,-11.479948,0
0.011282051000000001,4.535978999999999,0
0.013431014000000002,16.757925,0
0.015579975000000001,29.427868,0
0.017728938,45.653791999999996,0
0.0198779,59.821728,0
0.022026862,71.35767999999999,0
0.024175824000000002,86.253616,0
0.026324786000000003,102.25500000000001,0
0.028473748,114.505,0
0.03062271,127.39900000000002,0
0.032771674,143.639,0
0.034920632,149.281,0
0.037069596,149.295,0
0.03921856,149.309,0
0.041367520000000005,149.309,0
0.043516484,149.309,0
0.045665448000000004,149.309,0
0.047814408,149.309,0
0.049963368,149.309,0
0.052112328000000006,149.309,0
0.054261292,149.309,0
0.056410256000000006,149.309,0
0.058559216000000004,149.309,0
0.06070818,149.309,0
0.062857144,149.309,0
0.065006108,149.309,0
0.067155064,149.309,0
0.069304024,149.309,0
0.071452992,149.309,0
0.073601952,149.309,0
0.07575092,149.309,0
0.07789987200000001,149.309,0
0.08004884000000001,149.309,0
0.0821978,149.309,0
0.08434676,149.309,0
0.08649572800000001,149.309,0
0.088644688,149.323,0
0.090793648,149.309,0
0.09294260800000001,149.309,0
0.09509157600000001,149.323,0
0.097240536,149.309,0
0.099389504,149.309,0
0.10153799999999999,149.309,0
0.103687,149.309,0
0.105836,149.309,0
0.107985,149.309,0
0.110134,149.309,0
0.112283,149.309,0
0.11443199999999999,149.309,0
0.11658099999999999,149.309,0
0.11872999999999999,149.309,0
0.120879,149.309,0
0.123028,149.323,0
0.12517699999999998,149.309,0
0.127326,149.309,0
0.129474,149.309,0
0.131623,149.309,0
0.133772,149.309,0
0.135921,149.309,0
0.13807,149.309,0
0.14021899999999998,149.309,0
0.142368,149.309,0
0.144517,149.309,0
0.146666,149.309,0
0.148815,149.309,0
0.150964,149.323,0
0.153113,149.309,0
0.15526199999999998,149.309,0
0.157411,149.309,0
0.15955999999999998,149.309,0
0.161709,149.309,0
0.163858,149.309,0
0.166007,149.309,0
0.168156,149.309,0
0.17030499999999998,149.323,0
0.172454,149.309,0
0.17460299999999998,149.309,0
0.176752,149.323,0
0.178901,149.309,0
0.18105,149.323,0
0.183199,149.309,0
0.18534699999999998,149.309,0
0.187496,149.309,0
0.18964499999999998,149.323,0
0.191794,149.309,0
0.193943,149.309,0
0.196092,149.309,0
0.198241,149.309,0
0.20038999999999998,149.309,0
0.202539,149.309,0
0.20468799999999998,149.309,0
0.206837,149.323,0
0.20898599999999998,149.309,0
0.211135,149.309,0
0.213284,149.323,0
0.21543299999999999,149.323,0
0.217582,149.309,0
0.21973099999999998,149.309,0
0.22188,149.309,0
0.22402899999999998,149.309,0
0.226178,149.309,0
0.228327,149.309,0
0.230476,149.309,0
0.232625,149.309,0
0.23477399999999998,149.309,0
0.236923,149.309,0
0.23907199999999998,149.309,0
0.24122,149.309,0
0.243369,149.309,0
0.245518,149.309,0
0.247667,149.309,0
0.24981599999999998,149.309,0
0.251965,149.309,0
0.254114,149.309,0
0.25626299999999996,149.309,0
0.258412,149.309,0
0.260561,149.309,0
0.26271,149.309,0
0.264859,149.309,0
0.26700799999999997,149.309,0
0.269157,149.309,0
0.271306,149.323,0
0.273455,149.309,0
0.27560399999999996,149.323,0
0.27775299999999997,149.309,0
0.279902,149.309,0
0.282051,149.309,0
0.2842,149.309,0
0.28634899999999996,149.309,0
0.288498,149.309,0
0.290647,149.309,0
0.292796,149.309,0
0.294945,149.309,0
0.29709399999999997,149.309,0
0.299242,149.309,0
0.30139099999999996,149.309,0
0.30354,149.309,0
0.305689,149.309,0
0.307838,149.309,0
0.309987,149.309,0
0.31213599999999997,149.309,0
0.314285,149.309,0
0.316434,149.309,0
0.318583,149.309,0
0.32073199999999996,149.309,0
0.322881,149.309,0
0.32503,149.309,0
0.327179,149.309,0
0.329328,149.309,0
0.33147699999999997,149.309,0
0.333626,149.309,0
0.335775,149.323,0
0.337924,149.309,0
0.34007299999999996,149.309,0
0.34222199999999997,149.309,0
0.344371,149.309,0
0.34652,149.309,0
0.348669,149.309,0
0.35081799999999996,149.309,0
0.352967,149.309,0
0.35511499999999996,149.309,0
0.35726399999999997,149.309,0
0.359413,149.309,0
0.361562,149.309,0
0.363711,149.309,0
0.36585999999999996,149.309,0
0.368009,149.309,0
0.370158,149.309,0
0.372307,149.309,0
0.37445599999999996,149.309,0
0.37660499999999997,149.309,0
0.378754,149.309,0
0.380903,149.309,0
0.383052,149.309,0
0.38520099999999996,149.309,0
0.38734999999999997,149.309,0
0.389499,149.309,0
0.391648,149.309,0
0.393797,149.309,0
0.39594599999999996,149.309,0
0.398095,149.309,0
0.400244,149.309,0
0.402393,149.309,0
0.40454199999999996,149.309,0
0.40669099999999997,149.309,0
0.40884,149.309,0
0.410989,149.309,0
0.413137,149.309,0
0.415286,149.309,0
0.417435,149.309,0
0.41958399999999996,149.309,0
0.42173299999999997,149.309,0
0.423882,149.323,0
0.426031,149.309,0
0.42818,149.309,0
0.43032899999999996,149.323,0
0.432478,149.309,0
0.434627,149.309,0
0.436776,149.309,0
0.43892499999999995,149.309,0
0.44107399999999997,149.309,0
0.443223,149.309,0
0.445372,149.309,0
0.447521,149.309,0
0.44966999999999996,149.309,0
0.45181899999999997,149.309,0
0.453968,149.309,0
0.456117,149.323,0
0.458266,149.309,0
0.46041499999999996,149.323,0
0.462564,149.323,0
0.464713,149.309,0
0.466862,149.309,0
0.46901,149.309,0
0.471159,149.309,0
0.47330799999999995,149.309,0
0.47545699999999996,149.309,0
0.477606,149.309,0
0.479755,149.309,0
0.481904,149.309,0
0.48405299999999996,149.309,0
0.48620199999999997,149.309,0
0.488351,149.309,0
0.4905,149.309,0
0.492649,149.309,0
0.49479799999999996,149.323,0
0.49694699999999997,149.309,0
0.499096,149.309,0
0.49694699999999997,149.309,0
0.49479799999999996,149.309,0
0.492649,149.309,0
0.4905,149.309,0
0.488351,149.309,0
0.48620199999999997,149.309,0
0.48405299999999996,149.309,0
0.481904,149.309,0
0.479755,149.309,0
0.477606,149.309,0
0.47545699999999996,149.309,0
0.47330799999999995,149.309,0
0.471159,149.309,0
0.46901,149.309,0
0.466862,149.309,0
0.464713,149.309,0
0.462564,149.309,0
0.46041499999999996,149.309,0
0.458266,149.309,0
0.456117,149.309,0
0.453968,149.309,0
0.45181899999999997,149.309,0
0.44966999999999996,149.309,0
0.447521,149.309,0
0.445372,149.309,0
0.443223,149.309,0
0.44107399999999997,149.309,0
0.43892499999999995,149.309,0
0.436776,149.309,0
0.434627,149.309,0
0.432478,149.309,0
0.43032899999999996,149.309,0
0.42818,149.309,0
0.426031,149.309,0
0.423882,149.309,0
0.42173299999999997,149.309,0
0.41958399999999996,149.309,0
0.417435,149.309,0
0.415286,149.309,0
0.413137,149.309,0
0.410989,149.309,0
0.40884,149.309,0
0.40669099999999997,149.309,0
0.40454199999999996,149.309,0
0.402393,149.309,0
0.400244,149.309,0
0.398095,149.309,0
0.39594599999999996,149.309,0
0.393797,149.309,0
0.391648,149.309,0
0.389499,149.309,0
0.38734999999999997,149.309,0
0.38520099999999996,149.309,0
0.383052,149.309,0
0.380903,149.309,0
0.378754,149.309,0
0.37660499999999997,149.309,0
0.37445599999999996,149.309,0
0.372307,149.309,0
0.370158,149.295,0
0.368009,146.59300000000002,0
0.36585999999999996,141.217,0
0.363711,130.64700000000002,0
0.361562,116.367,0
0.359413,104.971,0
0.35726399999999997,94.373576,0
0.35511499999999996,79.785648,0
0.352967,65.84170400000001,0
0.35081799999999996,55.369747999999994,0
0.348669,42.587808,0
0.34652,27.327876,0
0.344371,15.58193,0
0.34222199999999997,4.745978,0
0.34007299999999996,-9.911956,0
0.337924,-23.645894000000002,0
0.335775,-33.977847999999994,0
0.333626,-46.773787999999996,0
0.33147699999999997,-61.809723999999996,0
0.329328,-73.373672,0
0.327179,-84.237624,0
0.32503,-98.93756,0
0.322881,-112.545,0
0.32073199999999996,-122.877,0
0.318583,-135.771,0
0.316434,-150.793,0
0.314285,-162.133,0
0.31213599999999997,-172.871,0
0.309987,-187.347,0
0.307838,-200.437,0
0.305689,-210.349,0
0.30354,-222.809,0
0.30139099999999996,-225.10500000000002,0
0.299242,-225.10500000000002,0
0.29709399999999997,-225.11900000000003,0
0.294945,-225.10500000000002,0
0.292796,-225.10500000000002,0
0.290647,-225.10500000000002,0
0.288498,-225.10500000000002,0
0.28634899999999996,-225.091,0
0.2842,-225.10500000000002,0
0.282051,-225.10500000000002,0
0.279902,-225.10500000000002,0
0.27775299999999997,-225.07700000000003,0
0.27560399999999996,-225.133,0
0.273455,-225.10500000000002,0
0.271306,-225.11900000000003,0
0.269157,-225.10500000000002,0
0.26700799999999997,-225.133,0
0.264859,-225.11900000000003,0
0.26271,-225.147,0
0.260561,-225.133,0
0.258412,-225.11900000000003,0
0.25626299999999996,-225.11900000000003,0
0.254114,-225.11900000000003,0
0.251965,-225.10500000000002,0
0.24981599999999998,-225.10500000000002,0
0.247667,-225.11900000000003,0
0.245518,-225.133,0
0.243369,-225.10500000000002,0
0.24122,-225.11900000000003,0
0.23907199999999998,-225.147,0
0.236923,-225.133,0
0.23477399999999998,-225.133,0
0.232625,-225.147,0
0.230476,-225.147,0
0.228327,-225.147,0
0.226178,-225.161,0
0.22402899999999998,-225.133,0
0.22188,-225.133,0
0.21973099999999998,-225.11900000000003,0
0.217582,-225.133,0
0.21543299999999999,-225.10500000000002,0
0.213284,-225.10500000000002,0
0.211135,-225.133,0
0.20898599999999998,-225.133,0
0.206837,-225.147,0
0.20468799999999998,-225.10500000000002,0
0.202539,-225.10500000000002,0
0.20038999999999998,-225.10500000000002,0
0.198241,-225.10500000000002,0
0.196092,-225.11900000000003,0
0.193943,-225.147,0
0.191794,-225.11900000000003,0
0.18964499999999998,-225.11900000000003,0
0.187496,-225.147,0
0.18534699999999998,-225.147,0
0.183199,-225.147,0
0.18105,-225.147,0
0.178901,-225.133,0
0.176752,-225.10500000000002,0
0.17460299999999998,-225.11900000000003,0
0.172454,-225.11900000000003,0
0.17030499999999998,-225.147,0
0.168156,-225.133,0
0.166007,-225.133,0
0.163858,-225.11900000000003,0
0.161709,-225.11900000000003,0
0.15955999999999998,-225.133,0
0.157411,-225.133,0
0.15526199999999998,-225.161,0
0.153113,-225.11900000000003,0
0.150964,-225.091,0
0.148815,-225.10500000000002,0
0.146666,-225.10500000000002,0
0.144517,-225.091,0
0.142368,-225.091,0
0.14021899999999998,-225.11900000000003,0
0.13807,-225.147,0
0.135921,-225.147,0
0.133772,-225.133,0
0.131623,-225.11900000000003,0
0.129474,-225.10500000000002,0
0.127326,-225.11900000000003,0
0.12517699999999998,-225.133,0
0.123028,-225.147,0
0.120879,-225.11900000000003,0
0.11872999999999999,-225.11900000000003,0
0.11658099999999999,-225.11900000000003,0
0.11443199999999999,-225.11900000000003,0
0.112283,-225.147,0
0.110134,-225.10500000000002,0
0.107985,-225.091,0
0.105836,-225.11900000000003,0
0.103687,-225.10500000000002,0
0.10153799999999999,-225.147,0
0.099389504,-225.11900000000003,0
0.097240536,-225.11900000000003,0
0.09509157600000001,-225.11900000000003,0
0.09294260800000001,-225.11900000000003,0
0.090793648,-225.133,0
0.088644688,-225.10500000000002,0
0.08649572800000001,-225.133,0
0.08434676,-225.147,0
0.0821978,-225.133,0
0.08004884000000001,-225.10500000000002,0
0.07789987200000001,-225.133,0
0.07575092,-225.10500000000002,0
0.073601952,-225.10500000000002,0
0.071452992,-225.133,0
0.069304024,-225.175,0
0.067155064,-225.147,0
0.065006108,-225.11900000000003,0
0.062857144,-225.11900000000003,0
0.06070818,-225.091,0
0.058559216000000004,-225.10500000000002,0
0.056410256000000006,-225.11900000000003,0
0.054261292,-225.147,0
0.052112328000000006,-225.133,0
0.049963368,-225.147,0
0.047814408,-225.11900000000003,0
0.045665448000000004,-225.11900000000003,0
0.043516484,-225.11900000000003,0
0.041367520000000005,-225.147,0
0.03921856,-225.147,0
0.037069596,-225.147,0
0.034920632,-225.11900000000003,0
0.032771674,-225.11900000000003,0
0.03062271,-225.10500000000002,0
0.028473748,-225.10500000000002,0
0.026324786000000003,-225.147,0
0.024175824000000002,-225.11900000000003,0
0.022026862,-225.147,0
0.0198779,-225.147,0
0.017728938,-225.10500000000002,0
0.015579975000000001,-225.10500000000002,0
0.013431014000000002,-225.11900000000003,0
0.011282051000000001,-225.147,0
0.009133089,-225.11900000000003,0
0.0069841270000000006,-225.147,0
0.004835164,-225.133,0
0.0026862020000000004,-225.11900000000003,0
0.00053724,-225.11900000000003,0
-0.0016117210000000002,-225.091,0
-0.0037606830000000003,-225.10500000000002,0
-0.005909646,-225.07700000000003,0
-0.008058607,-225.06300000000002,0
-0.010207570000000001,-225.091,0
-0.012356532,-225.07700000000003,0
-0.014505494,-225.06300000000002,0
-0.016654456,-225.06300000000002,0
-0.018803418000000002,-225.06300000000002,0
-0.020952382000000002,-225.07700000000003,0
-0.023101342,-225.091,0
-0.025250304,-225.049,0
-0.027399266000000002,-225.049,0
-0.02954823,-225.06300000000002,0
-0.031697192,-225.07700000000003,0
-0.033846156,-225.049,0
-0.035995116,-225.06300000000002,0
-0.038144080000000004,-225.091,0
-0.040293036000000004,-225.07700000000003,0
-0.042442,-225.091,0
-0.044590964000000004,-225.07700000000003,0
-0.046739924,-225.049,0
-0.048888888000000005,-225.06300000000002,0
-0.051037852,-225.00700000000003,0
-0.053186812,-225.02100000000002,0
-0.055335776,-225.049,0
-0.057484736,-225.049,0
-0.059633700000000005,-225.06300000000002,0
-0.06178266,-225.049,0
-0.06393162000000001,-225.091,0
-0.066080584,-225.07700000000003,0
-0.068229552,-225.049,0
-0.070378512,-225.06300000000002,0
-0.07252747200000001,-225.049,0
-0.074676432,-225.07700000000003,0
-0.076825392,-225.06300000000002,0
-0.07897436000000001,-225.06300000000002,0
-0.08112332,-225.06300000000002,0
-0.08327228,-225.06300000000002,0
-0.08542124000000001,-225.06300000000002,0
-0.08757020800000001,-225.06300000000002,0
-0.089719168,-225.049,0
-0.091868136,-225.035,0
-0.09401709600000001,-225.07700000000003,0
-0.096166048,-225.07700000000003,0
-0.098315016,-225.07700000000003,0
-0.100463,-225.07700000000003,0
-0.102612,-225.06300000000002,0
-0.10476099999999999,-225.07700000000003,0
-0.10690999999999999,-225.10500000000002,0
-0.10905899999999999,-225.10500000000002,0
-0.111208,-225.07700000000003,0
-0.113357,-225.02100000000002,0
-0.115506,-225.035,0
-0.117655,-225.049,0
-0.119804,-225.049,0
-0.12195299999999999,-225.07700000000003,0
-0.12410199999999999,-225.049,0
-0.126251,-225.035,0
-0.1284,-225.049,0
-0.130549,-225.06300000000002,0
-0.13269799999999998,-225.07700000000003,0
-0.134847,-225.07700000000003,0
-0.136996,-225.06300000000002,0
-0.139145,-225.06300000000002,0
-0.141294,-225.07700000000003,0
-0.143443,-225.049,0
-0.145592,-225.049,0
-0.14774099999999998,-225.091,0
-0.14989,-225.06300000000002,0
-0.15203899999999998,-225.035,0
-0.154188,-225.091,0
-0.156336,-225.091,0
-0.158485,-225.06300000000002,0
-0.160634,-225.035,0
-0.16278299999999998,-225.06300000000002,0
-0.164932,-225.06300000000002,0
-0.16708099999999998,-225.06300000000002,0
-0.16923,-225.07700000000003,0
-0.171379,-225.035,0
-0.173528,-225.02100000000002,0
-0.175677,-225.07700000000003,0
-0.17782599999999998,-225.06300000000002,0
-0.179975,-225.06300000000002,0
-0.18212399999999998,-225.06300000000002,0
-0.184273,-225.06300000000002,0
-0.186422,-225.06300000000002,0
-0.188571,-225.07700000000003,0
-0.19072,-225.06300000000002,0
-0.19286899999999998,-225.049,0
-0.195018,-225.02100000000002,0
-0.19716699999999998,-225.06300000000002,0
-0.199316,-225.06300000000002,0
-0.20146499999999998,-225.06300000000002,0
-0.203614,-225.06300000000002,0
-0.205763,-225.06300000000002,0
-0.20791199999999999,-225.035,0
-0.210061,-225.06300000000002,0
-0.21220999999999998,-225.06300000000002,0
-0.214358,-225.06300000000002,0
-0.21650699999999998,-225.07700000000003,0
-0.218656,-225.06300000000002,0
-0.220805,-225.06300000000002,0
-0.22295399999999999,-225.06300000000002,0
-0.225103,-225.06300000000002,0
-0.22725199999999998,-225.07700000000003,0
-0.229401,-225.06300000000002,0
-0.23154999999999998,-225.06300000000002,0
-0.233699,-225.091,0
-0.235848,-225.07700000000003,0
-0.237997,-225.091,0
-0.240146,-225.06300000000002,0
-0.24229499999999998,-225.049,0
-0.244444,-225.07700000000003,0
-0.24659299999999998,-225.07700000000003,0
-0.248742,-225.06300000000002,0
-0.250891,-225.06300000000002,0
-0.25304,-225.091,0
-0.255189,-225.049,0
-0.257338,-225.049,0
-0.25948699999999997,-225.06300000000002,0
-0.261636,-225.091,0
-0.263785,-225.06300000000002,0
-0.265934,-225.06300000000002,0
-0.26808299999999996,-225.091,0
-0.270231,-225.06300000000002,0
-0.27238,-225.091,0
-0.27452899999999997,-225.10500000000002,0
-0.276678,-225.10500000000002,0
-0.278827,-225.10500000000002,0
-0.280976,-225.091,0
-0.28312499999999996,-225.07700000000003,0
-0.28527399999999997,-225.07700000000003,0
-0.287423,-225.07700000000003,0
-0.289572,-225.07700000000003,0
-0.291721,-225.049,0
-0.29386999999999996,-225.06300000000002,0
-0.296019,-225.06300000000002,0
-0.298168,-225.07700000000003,0
-0.300317,-225.091,0
-0.302466,-225.091,0
-0.30461499999999997,-225.07700000000003,0
-0.306764,-225.06300000000002,0
-0.308913,-225.07700000000003,0
-0.311062,-225.035,0
-0.31321099999999996,-225.06300000000002,0
-0.31536,-225.02100000000002,0
-0.317509,-225.06300000000002,0
-0.319658,-225.035,0
-0.321807,-225.07700000000003,0
-0.32395599999999997,-225.049,0
-0.326104,-225.06300000000002,0
-0.32825299999999996,-225.06300000000002,0
-0.330402,-225.091,0
-0.332551,-225.091,0
-0.3347,-225.091,0
-0.336849,-225.07700000000003,0
-0.33899799999999997,-225.07700000000003,0
-0.341147,-225.06300000000002,0
-0.343296,-225.091,0
-0.345445,-225.049,0
-0.34759399999999996,-225.091,0
-0.34974299999999997,-225.06300000000002,0
-0.351892,-225.07700000000003,0
-0.354041,-225.049,0
-0.35619,-225.06300000000002,0
-0.35833899999999996,-225.049,0
-0.360488,-225.049,0
-0.362637,-225.049,0
-0.364786,-225.091,0
-0.36693499999999996,-225.06300000000002,0
-0.36908399999999997,-225.091,0
-0.371233,-225.07700000000003,0
-0.373382,-225.06300000000002,0
-0.375531,-225.10500000000002,0
-0.37767999999999996,-225.07700000000003,0
-0.37982899999999997,-225.06300000000002,0
-0.38197699999999996,-225.07700000000003,0
-0.38412599999999997,-225.091,0
-0.386275,-225.091,0
-0.388424,-225.06300000000002,0
-0.390573,-225.06300000000002,0
-0.39272199999999996,-225.07700000000003,0
-0.39487099999999997,-225.06300000000002,0
-0.39702,-225.049,0
-0.399169,-225.049,0
-0.401318,-225.07700000000003,0
-0.40346699999999996,-225.07700000000003,0
-0.405616,-225.06300000000002,0
-0.407765,-225.049,0
-0.409914,-225.049,0
-0.41206299999999996,-225.035,0
-0.41421199999999997,-225.049,0
-0.416361,-225.049,0
-0.41851,-225.035,0
-0.420659,-225.049,0
-0.42280799999999996,-225.035,0
-0.424957,-225.049,0
-0.427106,-225.049,0
-0.429255,-225.049,0
-0.43140399999999995,-225.06300000000002,0
-0.43355299999999997,-225.091,0
-0.435702,-225.07700000000003,0
-0.437851,-225.049,0
-0.439999,-225.06300000000002,0
-0.442148,-225.10500000000002,0
-0.444297,-225.06300000000002,0
-0.44644599999999995,-225.091,0
-0.44859499999999997,-225.091,0
-0.450744,-225.06300000000002,0
-0.452893,-225.049,0
-0.455042,-225.049,0
-0.45719099999999996,-225.07700000000003,0
-0.45933999999999997,-225.049,0
-0.461489,-225.06300000000002,0
-0.463638,-225.06300000000002,0
-0.465787,-225.06300000000002,0
-0.46793599999999996,-225.06300000000002,0
-0.470085,-225.07700000000003,0
