time_s,command_V,WE1_main_A,WE0_secondary_A
0.42,-0.058,-2.9e-06,-5.7000000000000005e-06
0.422,-0.057800000000000004,-2.8900000000000003e-06,-5.680000000000001e-06
0.424,-0.057600000000000005,-2.8800000000000004e-06,-5.660000000000001e-06
0.426,-0.05740000000000001,-2.8700000000000005e-06,-5.640000000000001e-06
0.428,-0.0572,-2.86e-06,-5.62e-06
0.43,-0.057,-2.8500000000000002e-06,-5.600000000000001e-06
0.432,-0.0568,-2.8400000000000003e-06,-5.580000000000001e-06
0.434,-0.056600000000000004,-2.8300000000000004e-06,-5.560000000000001e-06
0.436,-0.056400000000000006,-2.82e-06,-5.54e-06
0.438,-0.0562,-2.81e-06,-5.5200000000000005e-06
0.44,-0.056,-2.8e-06,-5.5e-06
0.442,-0.0558,-2.79e-06,-5.48e-06
0.444,-0.055600000000000004,-2.78e-06,-5.46e-06
0.446,-0.055400000000000005,-2.77e-06,-5.4400000000000004e-06
0.448,-0.0552,-2.76e-06,-5.42e-06
0.45,-0.055,-2.75e-06,-5.4e-06
0.452,-0.0548,-2.74e-06,-5.38e-06
0.454,-0.0546,-2.73e-06,-5.36e-06
0.456,-0.054400000000000004,-2.7200000000000002e-06,-5.3400000000000005e-06
0.458,-0.0542,-2.71e-06,-5.32e-06
0.46,-0.054,-2.7e-06,-5.3e-06
0.462,-0.0538,-2.69e-06,-5.28e-06
0.464,-0.0536,-2.68e-06,-5.2600000000000005e-06
0.466,-0.0534,-2.6700000000000003e-06,-5.240000000000001e-06
0.468,-0.0532,-2.66e-06,-5.22e-06
0.47000000000000003,-0.053,-2.65e-06,-5.2e-06
0.47200000000000003,-0.0528,-2.64e-06,-5.18e-06
0.47400000000000003,-0.0526,-2.6300000000000002e-06,-5.1600000000000006e-06
0.47600000000000003,-0.0524,-2.62e-06,-5.14e-06
0.47800000000000004,-0.052199999999999996,-2.61e-06,-5.12e-06
0.48,-0.052000000000000005,-2.6e-06,-5.1e-06
0.482,-0.051800000000000006,-2.59e-06,-5.0800000000000005e-06
0.484,-0.05160000000000001,-2.5800000000000003e-06,-5.060000000000001e-06
0.486,-0.0514,-2.57e-06,-5.04e-06
0.488,-0.0512,-2.56e-06,-5.02e-06
0.49,-0.051000000000000004,-2.55e-06,-5e-06
0.492,-0.050800000000000005,-2.5400000000000002e-06,-4.980000000000001e-06
0.494,-0.050600000000000006,-2.5300000000000003e-06,-4.960000000000001e-06
0.496,-0.0504,-2.52e-06,-4.94e-06
0.498,-0.0502,-2.51e-06,-4.92e-06
0.5,-0.05,-2.5e-06,-4.9000000000000005e-06
0.502,-0.049800000000000004,-2.4900000000000003e-06,-4.880000000000001e-06
0.504,-0.049600000000000005,-2.4800000000000004e-06,-4.860000000000001e-06
0.506,-0.0494,-2.47e-06,-4.84e-06
0.508,-0.0492,-2.46e-06,-4.8200000000000004e-06
0.51,-0.049,-2.4500000000000003e-06,-4.800000000000001e-06
0.512,-0.0488,-2.4400000000000004e-06,-4.780000000000001e-06
0.514,-0.048600000000000004,-2.43e-06,-4.76e-06
0.516,-0.0484,-2.42e-06,-4.74e-06
0.518,-0.0482,-2.41e-06,-4.72e-06
0.52,-0.048,-2.4e-06,-4.7e-06
0.522,-0.0478,-2.39e-06,-4.68e-06
0.524,-0.0476,-2.38e-06,-4.66e-06
0.526,-0.0474,-2.3699999999999998e-06,-4.64e-06
0.528,-0.0472,-2.36e-06,-4.62e-06
0.53,-0.047,-2.35e-06,-4.6e-06
0.532,-0.0468,-2.34e-06,-4.58e-06
0.534,-0.0466,-2.33e-06,-4.56e-06
0.536,-0.0464,-2.32e-06,-4.54e-06
0.538,-0.0462,-2.31e-06,-4.52e-06
0.54,-0.046,-2.3e-06,-4.5e-06
0.542,-0.0458,-2.29e-06,-4.48e-06
0.544,-0.0456,-2.28e-06,-4.4600000000000005e-06
0.546,-0.045399999999999996,-2.27e-06,-4.44e-06
0.548,-0.0452,-2.26e-06,-4.42e-06
0.55,-0.045,-2.25e-06,-4.4e-06
0.552,-0.0448,-2.24e-06,-4.38e-06
0.554,-0.0446,-2.2300000000000002e-06,-4.360000000000001e-06
0.556,-0.044399999999999995,-2.22e-06,-4.34e-06
0.558,-0.044199999999999996,-2.21e-06,-4.32e-06
0.56,-0.044,-2.1999999999999997e-06,-4.2999999999999995e-06
0.562,-0.0438,-2.1899999999999998e-06,-4.28e-06
0.5640000000000001,-0.0436,-2.18e-06,-4.26e-06
0.5660000000000001,-0.043399999999999994,-2.1699999999999996e-06,-4.239999999999999e-06
0.5680000000000001,-0.043199999999999995,-2.1599999999999996e-06,-4.219999999999999e-06
0.5700000000000001,-0.043,-2.1499999999999997e-06,-4.2e-06
0.5720000000000001,-0.0428,-2.14e-06,-4.18e-06
0.5740000000000001,-0.0426,-2.13e-06,-4.16e-06
0.5760000000000001,-0.04239999999999999,-2.1199999999999996e-06,-4.139999999999999e-06
0.578,-0.04220000000000001,-2.1100000000000006e-06,-4.120000000000001e-06
0.58,-0.04200000000000001,-2.1000000000000006e-06,-4.100000000000001e-06
0.582,-0.041800000000000004,-2.0900000000000003e-06,-4.080000000000001e-06
0.584,-0.041600000000000005,-2.0800000000000004e-06,-4.060000000000001e-06
0.586,-0.041400000000000006,-2.0700000000000005e-06,-4.040000000000001e-06
0.588,-0.04120000000000001,-2.06e-06,-4.0200000000000005e-06
0.59,-0.04100000000000001,-2.0500000000000003e-06,-4.000000000000001e-06
0.592,-0.0408,-2.04e-06,-3.98e-06
0.594,-0.040600000000000004,-2.03e-06,-3.96e-06
0.596,-0.040400000000000005,-2.02e-06,-3.94e-06
0.598,-0.04020000000000001,-2.0100000000000002e-06,-3.920000000000001e-06
0.6,-0.04000000000000001,-2.0000000000000003e-06,-3.900000000000001e-06
0.602,-0.0398,-1.99e-06,-3.88e-06
0.604,-0.0396,-1.98e-06,-3.86e-06
0.606,-0.039400000000000004,-1.97e-06,-3.8400000000000005e-06
0.608,-0.039200000000000006,-1.9600000000000003e-06,-3.820000000000001e-06
0.61,-0.03900000000000001,-1.9500000000000004e-06,-3.800000000000001e-06
0.612,-0.0388,-1.94e-06,-3.7800000000000002e-06
0.614,-0.0386,-1.93e-06,-3.7600000000000004e-06
0.616,-0.038400000000000004,-1.9200000000000003e-06,-3.7400000000000006e-06
0.618,-0.038200000000000005,-1.9100000000000003e-06,-3.720000000000001e-06
0.62,-0.038000000000000006,-1.9000000000000002e-06,-3.7000000000000006e-06
0.622,-0.0378,-1.8900000000000001e-06,-3.6800000000000003e-06
0.624,-0.0376,-1.88e-06,-3.66e-06
0.626,-0.0374,-1.87e-06,-3.6400000000000003e-06
0.628,-0.0372,-1.8599999999999998e-06,-3.6199999999999996e-06
0.63,-0.037000000000000005,-1.8500000000000003e-06,-3.6000000000000007e-06
0.632,-0.0368,-1.84e-06,-3.58e-06
0.634,-0.03660000000000001,-1.8300000000000005e-06,-3.560000000000001e-06
0.636,-0.0364,-1.8200000000000002e-06,-3.5400000000000004e-06
0.638,-0.036199999999999996,-1.8099999999999998e-06,-3.5199999999999998e-06
0.64,-0.036000000000000004,-1.8000000000000001e-06,-3.5000000000000004e-06
0.642,-0.0358,-1.79e-06,-3.48e-06
0.644,-0.03560000000000001,-1.7800000000000003e-06,-3.4600000000000008e-06
0.646,-0.0354,-1.77e-06,-3.44e-06
0.648,-0.035199999999999995,-1.7599999999999997e-06,-3.4199999999999994e-06
0.65,-0.035,-1.7500000000000002e-06,-3.4000000000000005e-06
0.652,-0.0348,-1.7399999999999999e-06,-3.38e-06
0.654,-0.034600000000000006,-1.7300000000000004e-06,-3.360000000000001e-06
0.656,-0.0344,-1.72e-06,-3.34e-06
0.658,-0.034199999999999994,-1.7099999999999997e-06,-3.3199999999999996e-06
0.66,-0.034,-1.7e-06,-3.3e-06
0.662,-0.0338,-1.69e-06,-3.28e-06
0.664,-0.033600000000000005,-1.6800000000000002e-06,-3.2600000000000006e-06
0.666,-0.0334,-1.6699999999999999e-06,-3.24e-06
0.668,-0.03319999999999999,-1.6599999999999996e-06,-3.2199999999999992e-06
0.67,-0.033,-1.65e-06,-3.2000000000000003e-06
0.672,-0.032799999999999996,-1.6399999999999998e-06,-3.1799999999999996e-06
0.674,-0.032600000000000004,-1.6300000000000003e-06,-3.1600000000000007e-06
0.676,-0.0324,-1.62e-06,-3.14e-06
0.678,-0.03219999999999999,-1.6099999999999996e-06,-3.1199999999999994e-06
0.68,-0.032,-1.6e-06,-3.1e-06
0.682,-0.031799999999999995,-1.5899999999999998e-06,-3.0799999999999997e-06
0.684,-0.0316,-1.5800000000000001e-06,-3.0600000000000003e-06
0.686,-0.0314,-1.5699999999999998e-06,-3.0399999999999997e-06
0.6880000000000001,-0.03119999999999999,-1.5599999999999997e-06,-3.0199999999999995e-06
0.6900000000000001,-0.031,-1.55e-06,-3e-06
0.6920000000000001,-0.030799999999999994,-1.5399999999999997e-06,-2.9799999999999994e-06
0.6940000000000001,-0.030600000000000002,-1.5300000000000002e-06,-2.9600000000000005e-06
0.6960000000000001,-0.030399999999999996,-1.5199999999999998e-06,-2.94e-06
0.6980000000000001,-0.03019999999999999,-1.5099999999999995e-06,-2.919999999999999e-06
0.7000000000000001,-0.03,-1.5e-06,-2.9e-06
0.7020000000000001,-0.029799999999999993,-1.4899999999999997e-06,-2.8799999999999995e-06
0.704,-0.0296,-1.48e-06,-2.86e-06
0.706,-0.02940000000000001,-1.4700000000000005e-06,-2.840000000000001e-06
0.708,-0.029200000000000004,-1.4600000000000002e-06,-2.8200000000000005e-06
0.71,-0.029000000000000012,-1.4500000000000005e-06,-2.800000000000001e-06
0.712,-0.028800000000000006,-1.4400000000000004e-06,-2.780000000000001e-06
0.714,-0.0286,-1.43e-06,-2.7600000000000003e-06
0.716,-0.02840000000000001,-1.4200000000000004e-06,-2.740000000000001e-06
0.718,-0.028200000000000003,-1.41e-06,-2.7200000000000002e-06
0.72,-0.02800000000000001,-1.4000000000000006e-06,-2.7000000000000013e-06
0.722,-0.027800000000000005,-1.3900000000000002e-06,-2.6800000000000006e-06
0.724,-0.0276,-1.38e-06,-2.66e-06
0.726,-0.027400000000000008,-1.3700000000000004e-06,-2.640000000000001e-06
0.728,-0.027200000000000002,-1.3600000000000001e-06,-2.6200000000000003e-06
0.73,-0.02700000000000001,-1.3500000000000004e-06,-2.600000000000001e-06
0.732,-0.026800000000000004,-1.3400000000000003e-06,-2.5800000000000007e-06
0.734,-0.0266,-1.33e-06,-2.56e-06
0.736,-0.026400000000000007,-1.3200000000000003e-06,-2.5400000000000007e-06
0.738,-0.0262,-1.31e-06,-2.52e-06
0.74,-0.02600000000000001,-1.3000000000000005e-06,-2.500000000000001e-06
0.742,-0.025800000000000003,-1.2900000000000001e-06,-2.4800000000000004e-06
0.744,-0.025599999999999998,-1.2799999999999998e-06,-2.4599999999999997e-06
0.746,-0.025400000000000006,-1.2700000000000003e-06,-2.4400000000000008e-06
0.748,-0.0252,-1.26e-06,-2.42e-06
0.75,-0.024999999999999994,-1.2499999999999997e-06,-2.3999999999999995e-06
0.752,-0.024800000000000003,-1.2400000000000002e-06,-2.3800000000000005e-06
0.754,-0.024599999999999997,-1.2299999999999999e-06,-2.36e-06
0.756,-0.024400000000000005,-1.2200000000000002e-06,-2.3400000000000005e-06
0.758,-0.0242,-1.21e-06,-2.3200000000000002e-06
0.76,-0.023999999999999994,-1.1999999999999997e-06,-2.2999999999999996e-06
0.762,-0.0238,-1.19e-06,-2.28e-06
0.764,-0.023599999999999996,-1.1799999999999997e-06,-2.2599999999999995e-06
0.766,-0.023400000000000004,-1.1700000000000002e-06,-2.2400000000000006e-06
0.768,-0.0232,-1.16e-06,-2.22e-06
0.77,-0.022999999999999993,-1.1499999999999996e-06,-2.1999999999999993e-06
0.772,-0.0228,-1.14e-06,-2.1800000000000003e-06
0.774,-0.022599999999999995,-1.1299999999999998e-06,-2.1599999999999996e-06
0.776,-0.022400000000000003,-1.12e-06,-2.1400000000000003e-06
0.778,-0.022199999999999998,-1.11e-06,-2.12e-06
0.78,-0.021999999999999992,-1.0999999999999996e-06,-2.0999999999999994e-06
0.782,-0.0218,-1.09e-06,-2.08e-06
0.784,-0.021599999999999994,-1.0799999999999996e-06,-2.0599999999999993e-06
0.786,-0.021400000000000002,-1.0700000000000001e-06,-2.0400000000000004e-06
0.788,-0.021199999999999997,-1.0599999999999998e-06,-2.0199999999999997e-06
0.79,-0.02099999999999999,-1.0499999999999995e-06,-1.999999999999999e-06
0.792,-0.0208,-1.04e-06,-1.98e-06
0.794,-0.020599999999999993,-1.0299999999999997e-06,-1.9599999999999994e-06
0.796,-0.0204,-1.02e-06,-1.94e-06
0.798,-0.020199999999999996,-1.0099999999999999e-06,-1.92e-06
0.8,-0.01999999999999999,-9.999999999999995e-07,-1.8999999999999992e-06
0.802,-0.019799999999999998,-9.899999999999998e-07,-1.8799999999999998e-06
0.804,-0.019599999999999992,-9.799999999999997e-07,-1.8599999999999996e-06
0.806,-0.0194,-9.7e-07,-1.8400000000000002e-06
0.808,-0.019199999999999995,-9.599999999999997e-07,-1.8199999999999995e-06
0.81,-0.01899999999999999,-9.499999999999995e-07,-1.7999999999999989e-06
0.812,-0.018799999999999997,-9.399999999999999e-07,-1.78e-06
0.8140000000000001,-0.01859999999999999,-9.299999999999996e-07,-1.7599999999999992e-06
0.8160000000000001,-0.0184,-9.2e-07,-1.7399999999999999e-06
0.8180000000000001,-0.018199999999999994,-9.099999999999997e-07,-1.7199999999999992e-06
0.8200000000000001,-0.017999999999999988,-8.999999999999994e-07,-1.699999999999999e-06
0.8220000000000001,-0.017799999999999996,-8.899999999999998e-07,-1.6799999999999996e-06
0.8240000000000001,-0.01759999999999999,-8.799999999999995e-07,-1.659999999999999e-06
0.8260000000000001,-0.0174,-8.699999999999999e-07,-1.64e-06
0.8280000000000001,-0.017199999999999993,-8.599999999999996e-07,-1.6199999999999993e-06
0.8300000000000001,-0.016999999999999987,-8.499999999999994e-07,-1.5999999999999987e-06
0.8320000000000001,-0.016799999999999995,-8.399999999999998e-07,-1.5799999999999997e-06
0.834,-0.016600000000000004,-8.300000000000002e-07,-1.5600000000000003e-06
0.836,-0.016399999999999998,-8.199999999999999e-07,-1.5399999999999997e-06
0.838,-0.016200000000000006,-8.100000000000003e-07,-1.5200000000000007e-06
0.84,-0.016,-8e-07,-1.5e-06
0.842,-0.01580000000000001,-7.900000000000004e-07,-1.4800000000000007e-06
0.844,-0.015600000000000003,-7.800000000000002e-07,-1.4600000000000004e-06
0.846,-0.015399999999999997,-7.699999999999998e-07,-1.4399999999999998e-06
0.848,-0.015200000000000005,-7.600000000000002e-07,-1.4200000000000004e-06
0.85,-0.015,-7.5e-07,-1.4000000000000001e-06
