hypothetical_route,time_s,command_V,effective_cell_V,WE0_current_A,CE_relative_WE_V
WE0_RE0_CE0,0.196,-0.0804,-0.0804,-7.939999999999999e-06,0.08834
WE0_RE0_CE0,0.198,-0.08020000000000001,-0.08020000000000001,-7.92e-06,0.08812
WE0_RE0_CE0,0.2,-0.08,-0.08,-7.899999999999999e-06,0.0879
WE0_RE0_CE0,0.202,-0.07980000000000001,-0.07980000000000001,-7.88e-06,0.08768000000000001
WE0_RE0_CE0,0.20400000000000001,-0.0796,-0.0796,-7.86e-06,0.08746000000000001
WE0_RE0_CE0,0.20600000000000002,-0.0794,-0.0794,-7.84e-06,0.08724
WE0_RE0_CE0,0.20800000000000002,-0.0792,-0.0792,-7.82e-06,0.08702
WE0_RE0_CE0,0.21,-0.079,-0.079,-7.8e-06,0.0868
WE0_RE0_CE0,0.212,-0.07880000000000001,-0.07880000000000001,-7.78e-06,0.08658
WE0_RE0_CE0,0.214,-0.0786,-0.0786,-7.76e-06,0.08636
WE0_RE0_CE0,0.216,-0.0784,-0.0784,-7.739999999999999e-06,0.08614
WE0_RE0_CE0,0.218,-0.0782,-0.0782,-7.72e-06,0.08592000000000001
WE0_RE0_CE0,0.22,-0.078,-0.078,-7.699999999999999e-06,0.0857
WE0_RE0_CE0,0.222,-0.07780000000000001,-0.07780000000000001,-7.68e-06,0.08548
WE0_RE0_CE0,0.224,-0.0776,-0.0776,-7.66e-06,0.08526
WE0_RE0_CE0,0.226,-0.0774,-0.0774,-7.64e-06,0.08503999999999999
WE0_RE0_CE0,0.228,-0.0772,-0.0772,-7.620000000000001e-06,0.08482
WE0_RE0_CE0,0.23,-0.077,-0.077,-7.599999999999999e-06,0.0846
WE0_RE0_CE0,0.232,-0.07680000000000001,-0.07680000000000001,-7.580000000000001e-06,0.08438000000000001
WE0_RE0_CE0,0.234,-0.0766,-0.0766,-7.56e-06,0.08416
WE0_RE0_CE0,0.23600000000000002,-0.0764,-0.0764,-7.54e-06,0.08394
WE0_RE0_CE0,0.23800000000000002,-0.0762,-0.0762,-7.520000000000001e-06,0.08372
WE0_RE0_CE0,0.24,-0.07600000000000001,-0.07600000000000001,-7.500000000000001e-06,0.08350000000000002
WE0_RE0_CE0,0.242,-0.0758,-0.0758,-7.48e-06,0.08328
WE0_RE0_CE0,0.244,-0.0756,-0.0756,-7.4600000000000006e-06,0.08306
WE0_RE0_CE0,0.246,-0.07540000000000001,-0.07540000000000001,-7.440000000000001e-06,0.08284000000000001
WE0_RE0_CE0,0.248,-0.0752,-0.0752,-7.42e-06,0.08262
WE0_RE0_CE0,0.25,-0.07500000000000001,-0.07500000000000001,-7.400000000000001e-06,0.08240000000000001
WE0_RE0_CE0,0.252,-0.0748,-0.0748,-7.3800000000000005e-06,0.08218
WE0_RE0_CE0,0.254,-0.0746,-0.0746,-7.36e-06,0.08196
WE0_RE0_CE0,0.256,-0.07440000000000001,-0.07440000000000001,-7.340000000000001e-06,0.08174000000000001
WE0_RE0_CE0,0.258,-0.0742,-0.0742,-7.32e-06,0.08152000000000001
WE0_RE0_CE0,0.26,-0.07400000000000001,-0.07400000000000001,-7.300000000000001e-06,0.08130000000000001
WE0_RE0_CE0,0.262,-0.0738,-0.0738,-7.280000000000001e-06,0.08108
WE0_RE0_CE0,0.264,-0.0736,-0.0736,-7.26e-06,0.08086
WE0_RE0_CE0,0.266,-0.0734,-0.0734,-7.240000000000001e-06,0.08064
WE0_RE0_CE0,0.268,-0.0732,-0.0732,-7.22e-06,0.08042
WE0_RE0_CE0,0.27,-0.07300000000000001,-0.07300000000000001,-7.200000000000001e-06,0.08020000000000001
WE0_RE0_CE0,0.272,-0.0728,-0.0728,-7.180000000000001e-06,0.07998000000000001
WE0_RE0_CE0,0.274,-0.0726,-0.0726,-7.16e-06,0.07976
WE0_RE0_CE0,0.276,-0.0724,-0.0724,-7.140000000000001e-06,0.07954000000000001
WE0_RE0_CE0,0.278,-0.0722,-0.0722,-7.1200000000000004e-06,0.07932
WE0_RE0_CE0,0.28,-0.07200000000000001,-0.07200000000000001,-7.100000000000001e-06,0.0791
WE0_RE0_CE0,0.28200000000000003,-0.0718,-0.0718,-7.08e-06,0.07888
WE0_RE0_CE0,0.28400000000000003,-0.0716,-0.0716,-7.06e-06,0.07866
WE0_RE0_CE0,0.28600000000000003,-0.0714,-0.0714,-7.04e-06,0.07844000000000001
WE0_RE0_CE0,0.28800000000000003,-0.0712,-0.0712,-7.02e-06,0.07822
WE0_RE0_CE0,0.29,-0.07100000000000001,-0.07100000000000001,-7.000000000000001e-06,0.07800000000000001
WE0_RE0_CE0,0.292,-0.0708,-0.0708,-6.98e-06,0.07778
WE0_RE0_CE0,0.294,-0.07060000000000001,-0.07060000000000001,-6.960000000000001e-06,0.07756000000000002
WE0_RE0_CE0,0.296,-0.0704,-0.0704,-6.9400000000000005e-06,0.07734
WE0_RE0_CE0,0.298,-0.07020000000000001,-0.07020000000000001,-6.9200000000000015e-06,0.07712000000000001
WE0_RE0_CE0,0.3,-0.07,-0.07,-6.900000000000001e-06,0.07690000000000001
WE0_RE0_CE0,0.302,-0.0698,-0.0698,-6.88e-06,0.07668
WE0_RE0_CE0,0.304,-0.06960000000000001,-0.06960000000000001,-6.860000000000001e-06,0.07646000000000001
WE0_RE0_CE0,0.306,-0.0694,-0.0694,-6.840000000000001e-06,0.07624
WE0_RE0_CE0,0.308,-0.06920000000000001,-0.06920000000000001,-6.820000000000002e-06,0.07602000000000002
WE0_RE0_CE0,0.31,-0.069,-0.069,-6.800000000000001e-06,0.0758
WE0_RE0_CE0,0.312,-0.0688,-0.0688,-6.78e-06,0.07558
WE0_RE0_CE0,0.314,-0.0686,-0.0686,-6.76e-06,0.07536
WE0_RE0_CE0,0.316,-0.0684,-0.0684,-6.740000000000001e-06,0.07514
WE0_RE0_CE0,0.318,-0.06820000000000001,-0.06820000000000001,-6.720000000000001e-06,0.07492000000000001
WE0_RE0_CE0,0.32,-0.068,-0.068,-6.7e-06,0.0747
WE0_RE0_CE0,0.322,-0.0678,-0.0678,-6.68e-06,0.07448
WE0_RE0_CE0,0.324,-0.0676,-0.0676,-6.66e-06,0.07425999999999999
WE0_RE0_CE0,0.326,-0.0674,-0.0674,-6.64e-06,0.07404
WE0_RE0_CE0,0.328,-0.06720000000000001,-0.06720000000000001,-6.620000000000001e-06,0.07382000000000001
WE0_RE0_CE0,0.33,-0.067,-0.067,-6.6e-06,0.0736
WE0_RE0_CE0,0.332,-0.0668,-0.0668,-6.58e-06,0.07338
WE0_RE0_CE0,0.334,-0.06659999999999999,-0.06659999999999999,-6.559999999999999e-06,0.07315999999999999
WE0_RE0_CE0,0.336,-0.0664,-0.0664,-6.54e-06,0.07294
WE0_RE0_CE0,0.338,-0.06620000000000001,-0.06620000000000001,-6.520000000000001e-06,0.07272
WE0_RE0_CE0,0.34,-0.066,-0.066,-6.5000000000000004e-06,0.07250000000000001
WE0_RE0_CE0,0.342,-0.0658,-0.0658,-6.48e-06,0.07228
WE0_RE0_CE0,0.34400000000000003,-0.06559999999999999,-0.06559999999999999,-6.459999999999999e-06,0.07205999999999999
WE0_RE0_CE0,0.34600000000000003,-0.0654,-0.0654,-6.44e-06,0.07184
WE0_RE0_CE0,0.34800000000000003,-0.06520000000000001,-0.06520000000000001,-6.420000000000001e-06,0.07162
WE0_RE0_CE0,0.35000000000000003,-0.065,-0.065,-6.4000000000000006e-06,0.0714
WE0_RE0_CE0,0.352,-0.0648,-0.0648,-6.38e-06,0.07118
WE0_RE0_CE0,0.354,-0.0646,-0.0646,-6.360000000000001e-06,0.07096000000000001
WE0_RE0_CE0,0.356,-0.06440000000000001,-0.06440000000000001,-6.340000000000001e-06,0.07074000000000001
WE0_RE0_CE0,0.358,-0.06420000000000001,-0.06420000000000001,-6.3200000000000005e-06,0.07052000000000001
WE0_RE0_CE0,0.36,-0.064,-0.064,-6.3e-06,0.0703
WE0_RE0_CE0,0.362,-0.0638,-0.0638,-6.28e-06,0.07007999999999999
WE0_RE0_CE0,0.364,-0.0636,-0.0636,-6.26e-06,0.06986
WE0_RE0_CE0,0.366,-0.06340000000000001,-0.06340000000000001,-6.240000000000001e-06,0.06964000000000001
WE0_RE0_CE0,0.368,-0.0632,-0.0632,-6.220000000000001e-06,0.06942000000000001
WE0_RE0_CE0,0.37,-0.063,-0.063,-6.2e-06,0.0692
WE0_RE0_CE0,0.372,-0.0628,-0.0628,-6.179999999999999e-06,0.06898
WE0_RE0_CE0,0.374,-0.0626,-0.0626,-6.16e-06,0.06876
WE0_RE0_CE0,0.376,-0.062400000000000004,-0.062400000000000004,-6.1400000000000005e-06,0.06854
WE0_RE0_CE0,0.378,-0.062200000000000005,-0.062200000000000005,-6.120000000000001e-06,0.06832
WE0_RE0_CE0,0.38,-0.062,-0.062,-6.1e-06,0.0681
WE0_RE0_CE0,0.382,-0.0618,-0.0618,-6.08e-06,0.06788
WE0_RE0_CE0,0.384,-0.0616,-0.0616,-6.0600000000000004e-06,0.06766
WE0_RE0_CE0,0.386,-0.0614,-0.0614,-6.040000000000001e-06,0.06744
WE0_RE0_CE0,0.388,-0.061200000000000004,-0.061200000000000004,-6.020000000000001e-06,0.06722
WE0_RE0_CE0,0.39,-0.061,-0.061,-6e-06,0.067
WE0_RE0_CE0,0.392,-0.0608,-0.0608,-5.98e-06,0.06678
WE0_RE0_CE0,0.394,-0.0606,-0.0606,-5.9600000000000005e-06,0.06656000000000001
WE0_RE0_CE0,0.396,-0.0604,-0.0604,-5.940000000000001e-06,0.06634000000000001
WE0_RE0_CE0,0.398,-0.060200000000000004,-0.060200000000000004,-5.92e-06,0.06612
WE0_RE0_CE0,0.4,-0.06,-0.06,-5.9e-06,0.0659
WE0_RE0_CE0,0.402,-0.0598,-0.0598,-5.88e-06,0.06568
WE0_RE0_CE0,0.404,-0.0596,-0.0596,-5.86e-06,0.06546
WE0_RE0_CE0,0.406,-0.0594,-0.0594,-5.84e-06,0.06524
WE0_RE0_CE0,0.40800000000000003,-0.0592,-0.0592,-5.82e-06,0.06502000000000001
WE0_RE0_CE0,0.41000000000000003,-0.059,-0.059,-5.7999999999999995e-06,0.0648
WE0_RE0_CE0,0.41200000000000003,-0.0588,-0.0588,-5.78e-06,0.06458
WE0_RE0_CE0,0.41400000000000003,-0.0586,-0.0586,-5.76e-06,0.06436
WE0_RE0_CE0,0.41600000000000004,-0.0584,-0.0584,-5.74e-06,0.06414
WE0_RE0_CE0,0.418,-0.0582,-0.0582,-5.72e-06,0.06392
WE0_RE0_CE0,0.42,-0.058,-0.058,-5.7000000000000005e-06,0.0637
WE0_RE0_CE0,0.422,-0.057800000000000004,-0.057800000000000004,-5.680000000000001e-06,0.06348000000000001
WE0_RE0_CE0,0.424,-0.057600000000000005,-0.057600000000000005,-5.660000000000001e-06,0.06326000000000001
WE0_RE0_CE0,0.426,-0.05740000000000001,-0.05740000000000001,-5.640000000000001e-06,0.06304000000000001
WE0_RE0_CE0,0.428,-0.0572,-0.0572,-5.62e-06,0.06282
WE0_RE0_CE0,0.43,-0.057,-0.057,-5.600000000000001e-06,0.0626
WE0_RE0_CE0,0.432,-0.0568,-0.0568,-5.580000000000001e-06,0.062380000000000005
WE0_RE0_CE0,0.434,-0.056600000000000004,-0.056600000000000004,-5.560000000000001e-06,0.06216000000000001
WE0_RE0_CE0,0.436,-0.056400000000000006,-0.056400000000000006,-5.54e-06,0.06194000000000001
WE0_RE0_CE0,0.438,-0.0562,-0.0562,-5.5200000000000005e-06,0.06172
WE0_RE0_CE0,0.44,-0.056,-0.056,-5.5e-06,0.0615
WE0_RE0_CE0,0.442,-0.0558,-0.0558,-5.48e-06,0.06128
WE0_RE0_CE0,0.444,-0.055600000000000004,-0.055600000000000004,-5.46e-06,0.06106
WE0_RE0_CE0,0.446,-0.055400000000000005,-0.055400000000000005,-5.4400000000000004e-06,0.060840000000000005
WE0_RE0_CE0,0.448,-0.0552,-0.0552,-5.42e-06,0.06062
WE0_RE0_CE0,0.45,-0.055,-0.055,-5.4e-06,0.0604
WE0_RE0_CE0,0.452,-0.0548,-0.0548,-5.38e-06,0.060180000000000004
WE0_RE0_CE0,0.454,-0.0546,-0.0546,-5.36e-06,0.05996
WE0_RE0_CE0,0.456,-0.054400000000000004,-0.054400000000000004,-5.3400000000000005e-06,0.05974
WE0_RE0_CE0,0.458,-0.0542,-0.0542,-5.32e-06,0.059519999999999997
WE0_RE0_CE0,0.46,-0.054,-0.054,-5.3e-06,0.0593
WE0_RE0_CE0,0.462,-0.0538,-0.0538,-5.28e-06,0.05908
WE0_RE0_CE0,0.464,-0.0536,-0.0536,-5.2600000000000005e-06,0.05886
WE0_RE0_CE0,0.466,-0.0534,-0.0534,-5.240000000000001e-06,0.058640000000000005
WE0_RE0_CE0,0.468,-0.0532,-0.0532,-5.22e-06,0.05842
WE0_RE0_CE0,0.47000000000000003,-0.053,-0.053,-5.2e-06,0.0582
WE0_RE0_CE0,0.47200000000000003,-0.0528,-0.0528,-5.18e-06,0.057980000000000004
WE0_RE0_CE0,0.47400000000000003,-0.0526,-0.0526,-5.1600000000000006e-06,0.05776
WE0_RE0_CE0,0.47600000000000003,-0.0524,-0.0524,-5.14e-06,0.05754
WE0_RE0_CE0,0.47800000000000004,-0.052199999999999996,-0.052199999999999996,-5.12e-06,0.057319999999999996
WE0_RE0_CE0,0.48,-0.052000000000000005,-0.052000000000000005,-5.1e-06,0.057100000000000005
WE0_RE0_CE0,0.482,-0.051800000000000006,-0.051800000000000006,-5.0800000000000005e-06,0.05688000000000001
WE0_RE0_CE0,0.484,-0.05160000000000001,-0.05160000000000001,-5.060000000000001e-06,0.05666000000000001
WE0_RE0_CE0,0.486,-0.0514,-0.0514,-5.04e-06,0.056440000000000004
WE0_RE0_CE0,0.488,-0.0512,-0.0512,-5.02e-06,0.056220000000000006
WE0_RE0_CE0,0.49,-0.051000000000000004,-0.051000000000000004,-5e-06,0.056
WE0_RE0_CE0,0.492,-0.050800000000000005,-0.050800000000000005,-4.980000000000001e-06,0.05578
WE0_RE0_CE0,0.494,-0.050600000000000006,-0.050600000000000006,-4.960000000000001e-06,0.055560000000000005
WE0_RE0_CE0,0.496,-0.0504,-0.0504,-4.94e-06,0.05534
WE0_RE0_CE0,0.498,-0.0502,-0.0502,-4.92e-06,0.05512
WE0_RE0_CE0,0.5,-0.05,-0.05,-4.9000000000000005e-06,0.054900000000000004
WE0_RE0_CE0,0.502,-0.049800000000000004,-0.049800000000000004,-4.880000000000001e-06,0.054680000000000006
WE0_RE0_CE0,0.504,-0.049600000000000005,-0.049600000000000005,-4.860000000000001e-06,0.05446000000000001
WE0_RE0_CE0,0.506,-0.0494,-0.0494,-4.84e-06,0.05424
WE0_RE0_CE0,0.508,-0.0492,-0.0492,-4.8200000000000004e-06,0.05402
WE0_RE0_CE0,0.51,-0.049,-0.049,-4.800000000000001e-06,0.0538
WE0_RE0_CE0,0.512,-0.0488,-0.0488,-4.780000000000001e-06,0.05358
WE0_RE0_CE0,0.514,-0.048600000000000004,-0.048600000000000004,-4.76e-06,0.053360000000000005
WE0_RE0_CE0,0.516,-0.0484,-0.0484,-4.74e-06,0.05314
WE0_RE0_CE0,0.518,-0.0482,-0.0482,-4.72e-06,0.05292
WE0_RE0_CE0,0.52,-0.048,-0.048,-4.7e-06,0.052700000000000004
WE0_RE0_CE0,0.522,-0.0478,-0.0478,-4.68e-06,0.05248
WE0_RE0_CE0,0.524,-0.0476,-0.0476,-4.66e-06,0.05226
WE0_RE0_CE0,0.526,-0.0474,-0.0474,-4.64e-06,0.052039999999999996
WE0_RE0_CE0,0.528,-0.0472,-0.0472,-4.62e-06,0.05182
WE0_RE0_CE0,0.53,-0.047,-0.047,-4.6e-06,0.0516
WE0_RE0_CE0,0.532,-0.0468,-0.0468,-4.58e-06,0.05138
WE0_RE0_CE0,0.534,-0.0466,-0.0466,-4.56e-06,0.051160000000000004
WE0_RE0_CE0,0.536,-0.0464,-0.0464,-4.54e-06,0.05094
WE0_RE0_CE0,0.538,-0.0462,-0.0462,-4.52e-06,0.05072
WE0_RE0_CE0,0.54,-0.046,-0.046,-4.5e-06,0.0505
WE0_RE0_CE0,0.542,-0.0458,-0.0458,-4.48e-06,0.05028
WE0_RE0_CE0,0.544,-0.0456,-0.0456,-4.4600000000000005e-06,0.05006
WE0_RE0_CE0,0.546,-0.045399999999999996,-0.045399999999999996,-4.44e-06,0.049839999999999995
WE0_RE0_CE0,0.548,-0.0452,-0.0452,-4.42e-06,0.04962
WE0_RE0_CE0,0.55,-0.045,-0.045,-4.4e-06,0.0494
WE0_RE0_CE0,0.552,-0.0448,-0.0448,-4.38e-06,0.04918
WE0_RE0_CE0,0.554,-0.0446,-0.0446,-4.360000000000001e-06,0.048960000000000004
WE0_RE0_CE0,0.556,-0.044399999999999995,-0.044399999999999995,-4.34e-06,0.04873999999999999
WE0_RE0_CE0,0.558,-0.044199999999999996,-0.044199999999999996,-4.32e-06,0.048519999999999994
WE0_RE0_CE0,0.56,-0.044,-0.044,-4.2999999999999995e-06,0.048299999999999996
WE0_RE0_CE0,0.562,-0.0438,-0.0438,-4.28e-06,0.04808
WE0_RE0_CE0,0.5640000000000001,-0.0436,-0.0436,-4.26e-06,0.04786
WE0_RE0_CE0,0.5660000000000001,-0.043399999999999994,-0.043399999999999994,-4.239999999999999e-06,0.047639999999999995
WE0_RE0_CE0,0.5680000000000001,-0.043199999999999995,-0.043199999999999995,-4.219999999999999e-06,0.04742
WE0_RE0_CE0,0.5700000000000001,-0.043,-0.043,-4.2e-06,0.0472
WE0_RE0_CE0,0.5720000000000001,-0.0428,-0.0428,-4.18e-06,0.046979999999999994
WE0_RE0_CE0,0.5740000000000001,-0.0426,-0.0426,-4.16e-06,0.046759999999999996
WE0_RE0_CE0,0.5760000000000001,-0.04239999999999999,-0.04239999999999999,-4.139999999999999e-06,0.04653999999999999
WE0_RE0_CE0,0.578,-0.04220000000000001,-0.04220000000000001,-4.120000000000001e-06,0.04632000000000001
WE0_RE0_CE0,0.58,-0.04200000000000001,-0.04200000000000001,-4.100000000000001e-06,0.04610000000000001
WE0_RE0_CE0,0.582,-0.041800000000000004,-0.041800000000000004,-4.080000000000001e-06,0.045880000000000004
WE0_RE0_CE0,0.584,-0.041600000000000005,-0.041600000000000005,-4.060000000000001e-06,0.045660000000000006
WE0_RE0_CE0,0.586,-0.041400000000000006,-0.041400000000000006,-4.040000000000001e-06,0.04544000000000001
WE0_RE0_CE0,0.588,-0.04120000000000001,-0.04120000000000001,-4.0200000000000005e-06,0.04522000000000001
