time_after_switch_s,effective_cell_V,capacitive_A,total_A
0.00026000000000000003,0.011447420709821687,3.855257929017831e-05,3.9697321361160484e-05
0.00027,0.011831025283157343,3.816897471684266e-05,3.935207724515839e-05
0.00028000000000000003,0.012210812927213727,3.778918707278627e-05,3.9010268365507647e-05
0.00029,0.012586821621071737,3.741317837892826e-05,3.867186054103543e-05
0.00030000000000000003,0.012959088965914106,3.704091103408589e-05,3.83368199306773e-05
0.00031,0.013327652188785538,3.667234781121446e-05,3.800511303009301e-05
0.00032,0.013692548146315453,3.6307451853684545e-05,3.767670666831609e-05
0.00033000000000000005,0.014053813328403691,3.59461866715963e-05,3.735156800443667e-05
0.00034,0.014411483861869518,3.558851613813048e-05,3.702966452431743e-05
0.00035000000000000005,0.014765595514064329,3.523440448593567e-05,3.67109640373421e-05
0.00036,0.01511618369644845,3.4883816303551546e-05,3.639543467319639e-05
0.00037000000000000005,0.015463283468132267,3.453671653186773e-05,3.608304487868096e-05
0.00038,0.01580692953938221,3.419307046061779e-05,3.5773763414556015e-05
0.00039000000000000005,0.016147156275091768,3.385284372490823e-05,3.546755935241741e-05
0.0004,0.016483997698218036,3.3516002301781963e-05,3.5164402071603765e-05
0.00041000000000000005,0.01681748749318403,3.3182512506815966e-05,3.486426125613437e-05
0.00042,0.017147659009247165,3.2852340990752836e-05,3.456710689167755e-05
0.00043000000000000004,0.017474545263834174,3.252545473616582e-05,3.427290926254924e-05
0.00044,0.01779817894584293,3.220182105415707e-05,3.398163894874136e-05
0.00045000000000000004,0.018118592418911336,3.1881407581088666e-05,3.36932668229798e-05
0.00046,0.018435817724653702,3.15641822753463e-05,3.3407764047811666e-05
0.00047000000000000004,0.01874988658586496,3.125011341413504e-05,3.312510207272154e-05
0.00048000000000000007,0.01906083040969296,3.093916959030704e-05,3.284525263127633e-05
0.0004900000000000001,0.019368680290779202,3.06313197092208e-05,3.256818773829872e-05
0.0005,0.01967346701436833,3.0326532985631667e-05,3.22938796870685e-05
0.00051,0.019975221059386705,3.0024778940613294e-05,3.2022301046551965e-05
0.0005200000000000001,0.020273972601490282,2.9726027398509717e-05,3.175342465865875e-05
0.0005300000000000001,0.020569751516082244,2.9430248483917756e-05,3.148722363552598e-05
0.00054,0.02086258738130052,2.9137412618699478e-05,3.122367135682953e-05
0.00055,0.02115250948097567,2.884749051902433e-05,3.09627414671219e-05
0.0005600000000000001,0.02143954680755926,2.8560453192440743e-05,3.0704407873196666e-05
0.0005700000000000001,0.021723728065023148,2.827627193497685e-05,3.0448644741479166e-05
0.00058,0.0220050816717299,2.79949183282701e-05,3.019542649544309e-05
0.00059,0.022283635763274648,2.7716364236725352e-05,2.9944727813052817e-05
0.0006000000000000001,0.02255941819529868,2.7440581804701318e-05,2.9696523624231185e-05
0.0006100000000000001,0.022832456546275016,2.7167543453724983e-05,2.9450789108352484e-05
0.00062,0.023102778120266277,2.6897221879733723e-05,2.920749969176035e-05
0.00063,0.02337040994965514,2.6629590050344856e-05,2.896663104531037e-05
0.00064,0.023635378797847575,2.6364621202152425e-05,2.872815908193718e-05
0.0006500000000000001,0.0238977111619492,2.61022888380508e-05,2.8492059954245718e-05
0.0006600000000000001,0.024157433275415044,2.5842566724584956e-05,2.825831005212646e-05
0.00067,0.02441457111067288,2.558542888932712e-05,2.802688600039441e-05
0.00068,0.024669150381720524,2.5330849618279474e-05,2.7797764656451525e-05
0.0006900000000000001,0.02492119654669723,2.507880345330277e-05,2.7570923107972493e-05
0.0007000000000000001,0.02517073481042953,2.482926518957047e-05,2.7346338670613423e-05
0.00071,0.025417790126951747,2.4582209873048254e-05,2.712398888574343e-05
0.00072,0.02566238720200142,2.4337612797998578e-05,2.690385151819872e-05
0.0007300000000000001,0.025904550495489884,2.4095449504510117e-05,2.6685904554059103e-05
0.0007400000000000001,0.026144304223948284,2.3855695776051714e-05,2.6470126198446542e-05
0.00075,0.026381672362949266,2.3618327637050733e-05,2.625649487334566e-05
0.00076,0.026616678649504538,2.338332135049546e-05,2.6044989215445912e-05
0.0007700000000000001,0.026849346584438594,2.31506534155614e-05,2.583558807400526e-05
0.0007800000000000001,0.027079699434738827,2.2920300565261174e-05,2.5628270508735057e-05
0.00079,0.027307760235882206,2.269223976411779e-05,2.542301578770601e-05
0.0008,0.027533551794138925,2.2466448205861075e-05,2.521980338527497e-05
0.0008100000000000001,0.027757096688852945,2.2242903311147055e-05,2.501861298003235e-05
0.0008200000000000001,0.027978417274700042,2.202158272529996e-05,2.4819424452769963e-05
0.0008300000000000001,0.028197535683923226,2.1802464316076777e-05,2.46222178844691e-05
0.00084,0.02841447382854602,2.1585526171453983e-05,2.4426973554308584e-05
0.0008500000000000001,0.02862925340256367,2.137074659743633e-05,2.42336719376927e-05
0.0008600000000000001,0.028841895884112564,2.1158104115887437e-05,2.4042293704298693e-05
0.0008700000000000001,0.029052422537618052,2.0947577462381946e-05,2.3852819716143753e-05
0.00088,0.029260854415920936,2.0739145584079066e-05,2.366523102567116e-05
0.0008900000000000001,0.029467212362382724,2.0532787637617274e-05,2.3479508873855546e-05
0.0009000000000000001,0.029671517012970047,2.0328482987029954e-05,2.329563468832696e-05
0.0009100000000000001,0.0298737887983182,2.0126211201681795e-05,2.3113590081513614e-05
0.00092,0.0300740479457743,1.9925952054225705e-05,2.2933356848803134e-05
0.00093,0.03027231448141995,1.9727685518580052e-05,2.275491696672205e-05
0.0009400000000000001,0.030468608232073948,1.9531391767926053e-05,2.2578252591133447e-05
0.0009500000000000001,0.03066294882727494,1.933705117272506e-05,2.2403346055452552e-05
0.0009600000000000001,0.030855355701244404,1.9144644298755598e-05,2.223017986888004e-05
0.00097,0.031045848094830065,1.8954151905169936e-05,2.2058736714652944e-05
0.0009800000000000002,0.03123444505743003,1.8765554942569972e-05,2.1888999448312974e-05
0.00099,0.03142116544889772,1.8578834551102284e-05,2.1720951095992055e-05
0.001,0.03160602794142788,1.8393972058572115e-05,2.1554574852714903e-05
0.00101,0.031789051021423834,1.8210948978576165e-05,2.1389854080718548e-05
0.00102,0.031970252991346086,1.8029747008653915e-05,2.1226772307788525e-05
0.00103,0.03214965197154263,1.785034802845737e-05,2.1065313225611632e-05
0.0010400000000000001,0.032327265902060996,1.7672734097939005e-05,2.0905460688145107e-05
0.0010500000000000002,0.032503112544442235,1.7496887455557764e-05,2.0747198710001988e-05
0.0010600000000000002,0.03267720948349713,1.732279051650287e-05,2.059051146485258e-05
0.00107,0.03284957412906467,1.715042587093533e-05,2.0435383283841795e-05
0.00108,0.033020223717753046,1.6979776282246954e-05,2.0281798654022257e-05
0.00109,0.03318917531466333,1.6810824685336666e-05,2.0129742216803e-05
0.0011,0.033356445815096024,1.6643554184903977e-05,1.997919876641358e-05
0.00111,0.03352205194624055,1.647794805375945e-05,1.9830153248383504e-05
0.0011200000000000001,0.03368601026884803,1.6313989731151972e-05,1.9682590758036774e-05
0.0011300000000000001,0.033848337178887355,1.6151662821112644e-05,1.953649653900138e-05
0.0011400000000000002,0.03400904890918481,1.599095109081519e-05,1.939185598173367e-05
0.0011500000000000002,0.03416816153104734,1.5831838468952656e-05,1.924865462205739e-05
0.00116,0.034325690955869737,1.5674309044130265e-05,1.910687813971724e-05
0.00117,0.03448165293672575,1.551834706327425e-05,1.8966512356946824e-05
0.00118,0.034636063069943435,1.536393693005656e-05,1.8827543237050905e-05
0.00119,0.0347889367966648,1.52110632033352e-05,1.868995688300168e-05
0.0012000000000000001,0.0349402894043899,1.50597105956101e-05,1.855373953604909e-05
0.0012100000000000001,0.035090136028505636,1.4909863971494366e-05,1.8418877574344928e-05
0.0012200000000000002,0.035238491653799296,1.4761508346200707e-05,1.8285357511580634e-05
0.0012300000000000002,0.035385371115957034,1.4614628884042967e-05,1.815316599563867e-05
0.00124,0.035530789103047467,1.446921089695253e-05,1.8022289807257278e-05
0.00125,0.0356747601569905,1.4325239843009503e-05,1.789271585870855e-05
0.00126,0.03581729867501148,1.4182701324988519e-05,1.7764431192489667e-05
0.00127,0.035958418911081015,1.4041581088918987e-05,1.763742298002709e-05
0.00128,0.03609813497734029,1.3901865022659706e-05,1.7511678520393736e-05
0.0012900000000000001,0.03623646084551239,1.3763539154487615e-05,1.7387185239038855e-05
0.0013000000000000002,0.03637341034829938,1.3626589651700628e-05,1.7263930686530566e-05
0.0013100000000000002,0.03650899718076566,1.349100281923434e-05,1.7141902537310906e-05
0.0013200000000000002,0.03664323490170749,1.3356765098292513e-05,1.702108858846326e-05
0.00133,0.0367761369350088,1.3223863064991198e-05,1.6901476758492077e-05
0.00134,0.036907716570983705,1.3092283429016298e-05,1.6783055086114667e-05
0.00135,0.03703798696770543,1.2962013032294574e-05,1.6665811729065116e-05
0.00136,0.03716696115232221,1.2833038847677793e-05,1.6549734962910014e-05
0.0013700000000000001,0.037294652022359986,1.2705347977640012e-05,1.643481317987601e-05
0.0013800000000000002,0.037421072347012176,1.2578927652987822e-05,1.632103488768904e-05
0.0013900000000000002,0.03754623476841659,1.2453765231583407e-05,1.6208388708425065e-05
0.0014000000000000002,0.03767015180291968,1.2329848197080321e-05,1.609686337737229e-05
0.00141,0.03779283584232815,1.2207164157671855e-05,1.5986447741904668e-05
0.00142,0.037914299155148184,1.208570084485182e-05,1.587713076036664e-05
0.00143,0.038034553887812274,1.1965446112187726e-05,1.5768901500968953e-05
0.00144,0.03815361206589392,1.1846387934106084e-05,1.5661749140695476e-05
0.0014500000000000001,0.03827148559531012,1.172851440468988e-05,1.555566296422089e-05
0.0014600000000000001,0.038388186263512064,1.1611813736487938e-05,1.5450632362839145e-05
0.0014700000000000002,0.03850372574066381,1.1496274259336188e-05,1.534664683340257e-05
0.0014800000000000002,0.03861811558080937,1.1381884419190634e-05,1.524369597727157e-05
0.0014900000000000002,0.03873136722302807,1.1268632776971932e-05,1.5141769499274738e-05
0.0015,0.03884349199257851,1.115650800742149e-05,1.5040857206679342e-05
0.00151,0.038954501102031094,1.1045498897968908e-05,1.4940949008172017e-05
0.00152,0.039064405652389264,1.0935594347610737e-05,1.4842034912849663e-05
0.0015300000000000001,0.03917321663419965,1.0826783365800353e-05,1.4744105029220318e-05
0.0015400000000000001,0.039280944928651106,1.0719055071348896e-05,1.4647149564214008e-05
0.0015500000000000002,0.03938760130866285,1.0612398691337151e-05,1.4551158822203436e-05
0.0015600000000000002,0.03949319643996177,1.0506803560038234e-05,1.4456123204034411e-05
0.0015700000000000002,0.039597740882148985,1.040225911785102e-05,1.4362033206065917e-05
0.00158,0.03970124508975583,1.0298754910244171e-05,1.4268879419219754e-05
0.00159,0.039803719413289335,1.019628058671067e-05,1.4176652528039604e-05
0.0016,0.039905174100267234,1.0094825899732768e-05,1.4085343309759491e-05
0.00161,0.04000561929624278,9.994380703757223e-06,1.3994942633381502e-05
0.0016200000000000001,0.04010506504581927,9.894934954180732e-06,1.390544145876266e-05
0.0016300000000000002,0.04020352129365454,9.796478706345466e-06,1.381683083571092e-05
0.0016400000000000002,0.04030099788545541,9.699002114544593e-06,1.3729101903090133e-05
0.0016500000000000002,0.040397504568962295,9.602495431037702e-06,1.3642245887933931e-05
0.0016600000000000002,0.04049305099492398,9.506949005076024e-06,1.3556254104568421e-05
0.00167,0.04058764671806266,9.412353281937339e-06,1.3471117953743605e-05
0.00168,0.040681301198029506,9.318698801970499e-06,1.338682892177345e-05
0.00169,0.04077402380035054,9.22597619964946e-06,1.3303378579684516e-05
0.0017000000000000001,0.040865823797363275,9.13417620263673e-06,1.3220758582373057e-05
0.0017100000000000001,0.0409567103691439,9.043289630856102e-06,1.3138960667770494e-05
0.0017200000000000002,0.04104669260442534,8.95330739557466e-06,1.3057976656017192e-05
0.0017300000000000002,0.04113577950150611,8.864220498493887e-06,1.29777984486445e-05
0.0017400000000000002,0.041223979969150164,8.776020030849841e-06,1.2898418027764857e-05
0.00175,0.04131130282747775,8.688697172522257e-06,1.281982745527003e-05
0.00176,0.041397756808847476,8.602243191152525e-06,1.2742018872037272e-05
0.00177,0.04148335055872953,8.51664944127047e-06,1.2664984497143425e-05
0.0017800000000000001,0.04156809263657023,8.431907363429775e-06,1.2588716627086798e-05
0.0017900000000000001,0.041651991516647974,8.348008483352034e-06,1.2513207635016831e-05
0.0018000000000000002,0.041735055588920676,8.264944411079326e-06,1.2438449969971394e-05
0.0018100000000000002,0.0418172931598648,8.182706840135202e-06,1.2364436156121682e-05
0.0018200000000000002,0.04189871245330597,8.101287546694035e-06,1.2291158792024632e-05
0.0018300000000000002,0.04197932161124137,8.020678388758635e-06,1.2218610549882772e-05
0.00184,0.042059128694653974,7.940871305346032e-06,1.214678417481143e-05
0.00185,0.04213814168431862,7.86185831568138e-06,1.2075672484113242e-05
0.00186,0.04221636848160014,7.783631518399865e-06,1.2005268366559878e-05
0.0018700000000000001,0.042293816909243435,7.70618309075657e-06,1.1935564781680913e-05
0.0018800000000000002,0.04237049471215581,7.629505287844192e-06,1.1866554759059773e-05
0.0018900000000000002,0.042446409558181464,7.553590441818541e-06,1.1798231397636686e-05
0.0019000000000000002,0.04252156903886825,7.478430961131751e-06,1.1730587865018577e-05
0.0019100000000000002,0.04259598067022688,7.404019329773122e-06,1.166361739679581e-05
0.0019200000000000003,0.0426696518934825,7.3303481065175055e-06,1.1597313295865756e-05
0.00193,0.04274259007581882,7.257409924181186e-06,1.1531668931763068e-05
0.00194,0.04281480251111486,7.185197488885144e-06,1.146667773999663e-05
0.0019500000000000001,0.042886296420674326,7.113703579325676e-06,1.1402333221393109e-05
0.0019600000000000004,0.04295707895394776,7.042921046052247e-06,1.1338628941447022e-05
0.00197,0.04302715718924746,6.972842810752546e-06,1.1275558529677293e-05
0.00198,0.04309653813445536,6.903461865544641e-06,1.1213115678990176e-05
0.00199,0.04316522872772381,6.834771272276192e-06,1.1151294145048574e-05
0.002,0.04323323583816937,6.7667641618306345e-06,1.1090087745647571e-05
0.00201,0.04330056626655976,6.699433733440246e-06,1.1029490360096223e-05
0.00202,0.043367226745993914,6.632773254006085e-06,1.0969495928605476e-05
0.00203,0.04343322394257535,6.566776057424651e-06,1.0910098451682186e-05
0.00204,0.043498564456078706,6.501435543921295e-06,1.0851291989529165e-05
0.00205,0.0435632548206098,6.436745179390208e-06,1.0793070661451188e-05
0.00206,0.04362730150525897,6.372698494741037e-06,1.0735428645266933e-05
0.0020700000000000002,0.04369071091474807,6.3092890852519355e-06,1.0678360176726743e-05
0.0020800000000000003,0.04375348939007088,6.24651060992912e-06,1.0621859548936207e-05
0.0020900000000000003,0.043815643209127265,6.1843567908727385e-06,1.0565921111785465e-05
0.0021000000000000003,0.04387717858735091,6.122821412649095e-06,1.0510539271384186e-05
0.0021100000000000003,0.043938101678330926,6.06189832166908e-06,1.0455708489502174e-05
0.0021200000000000004,0.04399841857442716,6.001581425572836e-06,1.0401423283015552e-05
0.0021300000000000004,0.04405813530737952,5.94186469262048e-06,1.0347678223358432e-05
0.00214,0.044117257848911046,5.8827421510889585e-06,1.0294467935980064e-05
0.00215,0.044175792111325156,5.824207888674848e-06,1.0241787099807365e-05
0.00216,0.04423374394809688,5.766256051903125e-06,1.0189630446712813e-05
0.00217,0.04429111915445818,5.7088808455418245e-06,1.0137992760987642e-05
0.00218,0.04434792346797751,5.652076532022492e-06,1.0086868878820243e-05
0.00219,0.04440416256913356,5.595837430866444e-06,1.00362536877798e-05
0.0022,0.044459842081883305,5.540157918116693e-06,9.986142126305024e-06
0.00221,0.044514967574224434,5.48503242577557e-06,9.936529183198014e-06
0.00222,0.0445695445587521,5.430455441247897e-06,9.887409897123109e-06
0.00223,0.044623578493210254,5.376421506789747e-06,9.838779356110771e-06
0.0022400000000000002,0.044677074781037364,5.3229252189626395e-06,9.790632697066375e-06
0.0022500000000000003,0.04473003877190679,5.269961228093216e-06,9.742965105283894e-06
0.0022600000000000003,0.044782475762261756,5.2175242377382495e-06,9.695771813964425e-06
0.0022700000000000003,0.04483439099584499,5.165609004155007e-06,9.649048103739506e-06
0.0022800000000000003,0.04488578966422313,5.1142103357768715e-06,9.602789302199184e-06
0.0022900000000000004,0.044936676907305836,5.063323092694167e-06,9.55699078342475e-06
0.0023000000000000004,0.04498705781385982,5.012942186140185e-06,9.511647967526166e-06
0.00231,0.045036937422017725,4.963062577982282e-06,9.466756320184055e-06
0.00232,0.04508632071978193,4.9136792802180765e-06,9.422311352196269e-06
0.00233,0.045135212645523365,4.864787354476637e-06,9.378308619028974e-06
0.00234,0.04518361808847535,4.816381911524652e-06,9.334743720372185e-06
0.00235,0.04523154188922252,4.7684581107774806e-06,9.291612299699732e-06
0.00236,0.045278988840184886,4.721011159815117e-06,9.248910043833606e-06
0.00237,0.04532596368609708,4.674036313902923e-06,9.206632682512632e-06
0.00238,0.04537247112448284,4.627528875517162e-06,9.164775987965446e-06
0.00239,0.045418515806124764,4.5814841938752415e-06,9.123335774487718e-06
0.0024000000000000002,0.04546410233552938,4.535897664470623e-06,9.082307898023562e-06
0.0024100000000000002,0.045509235271387616,4.490764728612381e-06,9.041688255751142e-06
0.0024200000000000003,0.04555391912703069,4.446080872969315e-06,9.001472785672383e-06
0.0024300000000000003,0.045598158370881374,4.401841629118627e-06,8.961657466206765e-06
0.0024400000000000003,0.04564195742690094,4.358042573099063e-06,8.922238315789158e-06
0.0024500000000000004,0.04568532067503148,4.314679324968524e-06,8.883211392471673e-06
0.0024600000000000004,0.04572825245163394,4.271747548366059e-06,8.844572793529454e-06
0.0024700000000000004,0.04577075704992177,4.229242950078234e-06,8.80631865507041e-06
0.00248,0.04581283872039021,4.187161279609798e-06,8.768445151648819e-06
0.00249,0.04585450167124137,4.145498328758635e-06,8.730948495882772e-06
0.0025,0.04589575006880506,4.10424993119494e-06,8.693824938075445e-06
0.00251,0.04593658803795542,4.0634119620445835e-06,8.657070765840125e-06
0.00252,0.04597701966252338,4.022980337476622e-06,8.62068230372896e-06
0.00253,0.046017048985705106,3.9829510142949e-06,8.584655912865411e-06
0.00254,0.046056680010466255,3.943319989533747e-06,8.548987990580373e-06
0.00255,0.04609591669994234,3.904083300057656e-06,8.513674970051891e-06
0.00256,0.04613476297783502,3.8652370221649865e-06,8.478713319948488e-06
0.0025700000000000002,0.046173222728804426,3.826777271195574e-06,8.444099544076016e-06
0.0025800000000000003,0.04621129979885773,3.7887002011422736e-06,8.409830181028047e-06
0.0025900000000000003,0.046248997995733655,3.7510020042663464e-06,8.375901803839712e-06
0.0026000000000000003,0.04628632108928331,3.7136789107166937e-06,8.342311019645025e-06
0.0026100000000000003,0.04632327281184715,3.6767271881528533e-06,8.309054469337569e-06
0.0026200000000000004,0.04635985685862823,3.640143141371779e-06,8.276128827234603e-06
0.0026300000000000004,0.0463960768880617,3.6039231119383033e-06,8.243530800744472e-06
0.0026400000000000004,0.0464319365221807,3.568063477819301e-06,8.211257130037372e-06
0.00265,0.04646743934697853,3.5325606530214797e-06,8.179304587719332e-06
0.00266,0.046502588912767234,3.4974110872327675e-06,8.147669978509491e-06
0.00267,0.046537388734532704,3.4626112654672994e-06,8.11635013892057e-06
0.00268,0.04657184229228611,3.428157707713895e-06,8.085341936942505e-06
0.00269,0.046605953031411934,3.394046968588072e-06,8.054642271729265e-06
0.0027,0.046639724363012516,3.3602756369874875e-06,8.02424807328874e-06
0.00271,0.04667315966424916,3.3268403357508426e-06,7.99415630217576e-06
0.00272,0.046706262278679855,3.293737721320147e-06,7.964363949188133e-06
0.0027300000000000002,0.04673903551659363,3.260964483406376e-06,7.93486803506574e-06
0.0027400000000000002,0.04677148265534158,3.228517344658423e-06,7.905665610192581e-06
0.0027500000000000003,0.04680360693966462,3.1963930603353783e-06,7.87675375430184e-06
0.0027600000000000003,0.04683541158201797,3.164588417982035e-06,7.848129576183832e-06
0.0027700000000000003,0.04686689976289235,3.133100237107656e-06,7.819790213396892e-06
0.0027800000000000004,0.04689807463113209,3.1019253688679144e-06,7.791732831981124e-06
0.0027900000000000004,0.046928939304249996,3.071060695750005e-06,7.763954626175005e-06
0.0028000000000000004,0.046959496868739105,3.040503131260897e-06,7.736452818134807e-06
0.0028100000000000004,0.04698975038038133,3.0102496196186755e-06,7.709224657656809e-06
0.00282,0.04701970286455304,2.9802971354469682e-06,7.682267421902272e-06
0.00283,0.04704935731652761,2.9506426834723917e-06,7.655578415125152e-06
0.00284,0.047078716701774964,2.921283298225041e-06,7.629154968402538e-06
0.00285,0.04710778395625808,2.8922160437419224e-06,7.60299443936773e-06
0.00286,0.04713656198672664,2.8634380132733677e-06,7.577094211946032e-06
0.00287,0.04716505367100766,2.834946328992345e-06,7.551451696093111e-06
0.00288,0.04719326185829332,2.806738141706685e-06,7.5260643275360165e-06
0.00289,0.04722118936942585,2.7788106305741526e-06,7.500929567516737e-06
0.0029000000000000002,0.04724883899717964,2.75116100282036e-06,7.476044902538325e-06
0.0029100000000000003,0.047276213506540515,2.7237864934594926e-06,7.451407844113544e-06
0.0029200000000000003,0.047303315634982204,2.6966843650178e-06,7.4270159285160205e-06
0.0029300000000000003,0.047330148092740144,2.669851907259854e-06,7.402866716533868e-06
0.0029400000000000003,0.047356713563082485,2.6432864369175168e-06,7.3789577932257644e-06
0.0029500000000000004,0.047383014702578385,2.6169852974216187e-06,7.355286767679457e-06
0.0029600000000000004,0.04740905414136371,2.5909458586362905e-06,7.331851272772661e-06
0.0029700000000000004,0.04743483448340405,2.5651655165959553e-06,7.30864896493636e-06
0.0029800000000000004,0.047460358306755074,2.539641693244924e-06,7.285677523920431e-06
0.00299,0.047485628163820404,2.514371836179594e-06,7.262934652561634e-06
0.003,0.04751064658160681,2.489353418393197e-06,7.2404180765538775e-06
0.00301,0.04753541606197689,2.464583938023107e-06,7.218125544220797e-06
0.00302,0.04755993908189935,2.440060918100648e-06,7.196054826290584e-06
0.00303,0.04758421809369662,2.415781906303388e-06,7.17420371567305e-06
0.00304,0.047608255525290084,2.3917444747099183e-06,7.1525700272389265e-06
0.00305,0.04763205378044296,2.367946219557045e-06,7.131151597601341e-06
0.0030600000000000002,0.04765561523900058,2.344384760999424e-06,7.109946284899482e-06
0.0030700000000000002,0.04767894225712844,2.3210577428715625e-06,7.088951968584407e-06
0.0030800000000000003,0.04770203716754779,2.29796283245221e-06,7.0681665492069895e-06
0.0030900000000000003,0.04772490227976892,2.275097720231077e-06,7.0475879482079694e-06
0.0031000000000000003,0.04774753988032211,2.2524601196778897e-06,7.027214107710101e-06
0.0031100000000000004,0.047769952232986274,2.2300477670137257e-06,7.007042990312354e-06
0.0031200000000000004,0.04779214157901536,2.2078584209846428e-06,6.987072578886178e-06
0.0031300000000000004,0.047814110137362455,2.185889862637546e-06,6.967300876373792e-06
0.0031400000000000004,0.047835860104901706,2.1641398950982937e-06,6.947725905588464e-06
0.0031500000000000005,0.04785739365664799,2.142606343352008e-06,6.928345709016807e-06
0.00316,0.047878712945974435,2.121287054025569e-06,6.909158348623013e-06
0.00317,0.047899820104827726,2.1001798951722774e-06,6.89016190565505e-06
0.00318,0.04792071724394134,2.0792827560586577e-06,6.8713544804527925e-06
0.00319,0.04794140645304662,2.058593546953387e-06,6.852734192258049e-06
0.0032,0.047961889801081695,2.0381101989183103e-06,6.83429917902648e-06
0.00321,0.04798216933639845,2.0178306636015572e-06,6.816047597241402e-06
0.00322,0.048002247086967306,1.9977529130326946e-06,6.797977621729426e-06
0.0032300000000000002,0.04802212506058007,1.977874939419936e-06,6.780087445477943e-06
0.0032400000000000003,0.048041805245050646,1.9581947549493532e-06,6.7623752794544176e-06
0.0032500000000000003,0.0480612896084139,1.9387103915861e-06,6.7448393524274906e-06
0.0032600000000000003,0.0480805800991224,1.9194199008776023e-06,6.727477910789842e-06
0.0032700000000000003,0.04809967864624129,1.9003213537587148e-06,6.710289218382843e-06
0.0032800000000000004,0.048118587159641193,1.8814128403588098e-06,6.6932715563229284e-06
0.0032900000000000004,0.048137307530189216,1.8626924698107893e-06,6.67642322282971e-06
0.0033000000000000004,0.048155841629938,1.8441583700619995e-06,6.659742533055799e-06
0.0033100000000000004,0.048174191312312986,1.825808687687019e-06,6.643227818918318e-06
0.0033200000000000005,0.04819235841229769,1.8076415877023204e-06,6.626877428932089e-06
0.00333,0.048210344746617236,1.7896552533827646e-06,6.610689728044489e-06
0.00334,0.04822815211392007,1.771847886079932e-06,6.594663097471939e-06
0.00335,0.048245782294957754,1.754217705042251e-06,6.578795934538026e-06
0.00336,0.04826323705276307,1.736762947236928e-06,6.563086652513235e-06
0.00337,0.04828051813282637,1.7194818671736354e-06,6.547533680456273e-06
0.00338,0.048297627263270033,1.7023727367299664e-06,6.53213546305697e-06
0.0033900000000000002,0.04831456615502139,1.6854338449786197e-06,6.516890460480759e-06
0.0034000000000000002,0.0483313365019837,1.6686634980163032e-06,6.501797148214673e-06
0.0034100000000000003,0.04834793998120565,1.6520600187943465e-06,6.486854016914912e-06
0.0034200000000000003,0.04836437825304901,1.6356217469509897e-06,6.472059572255891e-06
0.0034300000000000003,0.04838065296135465,1.619347038645352e-06,6.457412334780817e-06
0.0034400000000000003,0.04839676573360696,1.6032342663930376e-06,6.442910839753734e-06
0.0034500000000000004,0.0484127181810966,1.5872818189033968e-06,6.428553637013057e-06
0.0034600000000000004,0.04842851189908162,1.5714881009183846e-06,6.414339290826547e-06
0.0034700000000000004,0.04844414846694696,1.5558515330530427e-06,6.400266379747739e-06
0.0034800000000000005,0.04845962944836245,1.540370551637553e-06,6.386333496473799e-06
0.0034900000000000005,0.04847495639143913,1.525043608560874e-06,6.3725392477047875e-06
0.0035,0.04849013082888408,1.509869171115925e-06,6.358882254004333e-06
0.00351,0.04850515427815369,1.4948457218463153e-06,6.345361149661684e-06
0.00352,0.0485200282416054,1.4799717583945999e-06,6.33197458255514e-06
